from_totally_fake_account,to_randomly_generated_account,total_amount,frequency
16056.0,17127,139.0,24
16056.0,1823,166.5,25
16056.0,20757,89.0,15
16056.0,22305,177.15,32
16056.0,24544,243.3,40
16056.0,3163,145.5,27
16056.0,33124,50.0,1
16056.0,3381,174.5,21
16056.0,42421,6810.04,57
16056.0,52472,126.0,22
16056.0,52673,73.9,13
16056.0,57161,52.5,9
16056.0,74910,55.55,12
16056.0,76811,97.9,19
16056.0,81298,386.45,56
16056.0,92296,183.0,30
16056.0,95039,65.5,11
16066.0,29202,374.29,52
16066.0,29630,90.0,13
16066.0,40225,4482.91,99
16066.0,44885,72.5,11
16066.0,46230,125.65,22
16066.0,48326,62.0,10
16066.0,72043,129.0,21
16066.0,74876,44.4,10
16066.0,84683,84.5,14
16066.0,85247,419.1,70
16066.0,97917,372.51,43
16070.0,10792,68.5,11
16070.0,24342,76.76,9
16070.0,2446,332.5,53
16070.0,29908,337.9,51
16070.0,48016,78.5,13
16070.0,52158,50.0,9
16070.0,60422,297.1,48
16070.0,63408,25.0,4
16070.0,75709,123.5,18
16070.0,80850,2769.45,34
16070.0,90492,75.5,12
16070.0,94118,214.0,33
16105.0,13865,224.0,36
16105.0,15289,133.0,20
16105.0,22351,172.0,27
16105.0,24033,17.099999999999998,8
16105.0,40855,191.5,32
16105.0,53527,152.95,29
16105.0,60558,242.0,41
16105.0,66852,122.0,21
16105.0,69250,121.05,23
16105.0,85014,70.0,11
16105.0,99492,388.6,65
16128.0,11655,15150.0,12
16128.0,15266,164.0,23
16128.0,1607,16.0,3
16128.0,21921,182.5,27
16128.0,25649,81.8,13
16128.0,28364,184.45,29
16128.0,28516,142.0,24
16128.0,29699,179.96,27
16128.0,31129,47.5,9
16128.0,33833,86.5,15
16128.0,41415,140.39,18
16128.0,43036,225.65,36
16128.0,45481,207.07,33
16128.0,51576,35.0,6
16128.0,57194,57.0,10
16128.0,64963,214.0,34
16128.0,66351,15.5,3
16128.0,72909,21.5,4
16128.0,7690,37.5,7
16128.0,78007,42.5,6
16128.0,80831,247.95,40
16128.0,81830,462.12,74
16128.0,82313,82.65,15
16128.0,85984,47.5,9
16128.0,9177,56.0,9
16128.0,95398,23.5,4
16128.0,9985,24.5,4
16133.0,13883,132.0,22
16133.0,14598,139.9,23
16133.0,33975,139.5,21
16133.0,37009,150.5,24
16133.0,45140,117.5,18
16133.0,54433,127.8,23
16133.0,68986,17270.0,12
16133.0,74958,101.5,18
16133.0,80080,130.0,20
16133.0,81497,123.5,22
16133.0,8744,194.0,30
16133.0,96371,96.4,21
16133.0,99814,236.95,44
16141.0,10703,45.0,6
16141.0,13152,102.15000000000002,22
16141.0,15032,38.5,6
16141.0,18538,137.5,23
16141.0,27180,44.0,7
16141.0,32387,20.0,3
16141.0,3498,11.0,2
16141.0,46074,123.0,22
16141.0,48714,211.5,36
16141.0,51877,124.0,20
16141.0,65220,68.5,12
16141.0,67117,128.1,22
16141.0,75415,91.5,16
16141.0,83572,4823.04,32
16141.0,84231,189.5,23
16141.0,88126,93.5,14
16141.0,90758,39.5,6
16141.0,9347,39.0,7
16141.0,95712,60.0,11
16141.0,99059,77.0,11
16155.0,1598,39.0,7
16155.0,16779,177.56,23
16155.0,27184,106.24,15
16155.0,29810,165.5,25
16155.0,34087,8.2,4
16155.0,39252,64.5,12
16155.0,45355,37.5,5
16155.0,48479,11.3,5
16155.0,50477,50.0,1
16155.0,53545,2.4,1
16155.0,68078,72.03,12
16155.0,69459,58.5,9
16155.0,76810,62.0,12
16155.0,78828,5.5,1
16155.0,83457,2.2,1
16155.0,88146,102.0,18
16155.0,98357,3435.6600000000008,21
16183.0,14272,191.95,35
16183.0,14877,2166.15,25
16183.0,16503,139.0,22
16183.0,20725,29.0,5
16183.0,23336,107.0,17
16183.0,31421,12.0,2
16183.0,33124,50.0,1
16183.0,45477,198.0,33
16183.0,46451,62.0,11
16183.0,52250,13.0,2
16183.0,54369,68.4,11
16183.0,62116,127.95,21
16183.0,62785,64.0,10
16183.0,63180,105.0,18
16183.0,70215,233.5,38
16183.0,77624,61.5,11
16183.0,81911,41.5,7
16183.0,85197,51.0,9
16183.0,97241,48.0,8
16183.0,97573,40.0,7
16187.0,12984,52.5,9
16187.0,2249,73.0,11
16187.0,30352,157.7,28
16187.0,31302,106.5,17
16187.0,33124,50.0,1
16187.0,40544,58.4,11
16187.0,42033,59.05,11
16187.0,57673,211.62,24
16187.0,60261,347.48,53
16187.0,62086,3966.05,45
16187.0,64923,77.5,13
16187.0,72881,102.0,16
16187.0,75715,177.20000000000005,34
16192.0,2178,70.4,13
16192.0,27860,6.0,1
16192.0,28366,38.5,6
16192.0,32109,68.5,10
16192.0,33124,50.0,1
16192.0,44885,28.0,5
16192.0,48326,119.04999999999998,14
16192.0,49589,68.0,10
16192.0,50814,217.97,32
16192.0,55375,163.54999999999995,31
16192.0,56704,69.0,12
16192.0,62234,2797.61,48
16192.0,6903,28.5,5
16192.0,6922,139.5,25
16192.0,69694,169.17000000000004,17
16192.0,72198,66.0,12
16192.0,74876,52.5,8
16192.0,97917,71.5,12
16210.0,21230,65.8,12
16210.0,33124,100.0,2
16210.0,36779,92.0,15
16210.0,40295,43.5,8
16210.0,4081,5067.7,31
16210.0,51832,34.5,7
16210.0,60345,11.6,5
16210.0,66193,56.75,10
16210.0,68592,78.5,11
16210.0,84217,4.2,2
16210.0,97981,88.5,13
16213.0,2211,114.45,20
16213.0,33594,19.5,3
16213.0,38736,116.0,20
16213.0,41512,109.75,21
16213.0,62909,221.0,35
16213.0,73387,281.15,49
16213.0,80751,79.4,12
16213.0,86475,77.0,12
16213.0,90783,82.5,12
16213.0,95470,93.5,15
16216.0,2174,245.45,42
16216.0,23714,139.5,21
16216.0,39142,177.0,29
16216.0,40644,16900.0,12
16216.0,42951,248.15,43
16216.0,51087,109.5,18
16216.0,52269,186.5,32
16216.0,56551,173.34,27
16216.0,59219,251.5,42
16216.0,62885,128.0,21
16216.0,75344,99.5,19
16216.0,91052,71.0,12
16246.0,11099,314.45,43
16246.0,17673,11.5,2
16246.0,23263,58.0,9
16246.0,27892,248.73999999999995,26
16246.0,32108,574.85,75
16246.0,32283,55.5,10
16246.0,32515,16415.0,12
16246.0,33124,50.0,1
16246.0,35762,71.5,12
16246.0,38790,212.85,36
16246.0,51601,71.5,11
16246.0,56087,29.5,4
16246.0,62286,552.15,87
16246.0,65194,93.5,15
16246.0,75056,27.5,5
16246.0,78993,84.5,13
16246.0,84947,401.25,40
16246.0,88837,43.5,9
16246.0,9880,338.72,37
16247.0,15640,4259.6100000000015,38
16247.0,23230,51.0,9
16247.0,34184,373.20999999999987,42
16247.0,43067,100.0,15
16247.0,52318,227.65,37
16247.0,66629,299.29,49
16247.0,94002,149.0,25
16247.0,95703,79.5,15
16249.0,12984,52.0,9
16249.0,16187,3.7,2
16249.0,2390,12.8,6
16249.0,39262,3.85,2
16249.0,57673,13.400000000000002,6
16249.0,60820,66.0,11
16249.0,62567,86.51,12
16249.0,69941,107.0,20
16249.0,71138,64.0,11
16249.0,8030,84.5,15
16249.0,82787,56.0,9
16249.0,90482,2891.0,19
16249.0,97770,6.1,3
16249.0,98064,4.2,2
16249.0,99536,74.0,11
16257.0,2012,4318.37,73
16257.0,21890,59.5,9
16257.0,25654,114.45,17
16257.0,27794,141.0,26
16257.0,45964,86.15,15
16257.0,55681,140.5,22
16257.0,59606,89.75,18
16257.0,67377,125.0,19
16257.0,71760,65.75,13
16257.0,7224,666.4400000000003,107
16257.0,78259,66.65,12
16257.0,8144,380.98,60
16257.0,81861,203.5,35
16257.0,8865,146.45,25
16257.0,89600,249.24,41
16272.0,14590,81.5,13
16272.0,15538,251.26,32
16272.0,19441,137.65,21
16272.0,27899,79.5,14
16272.0,33124,50.0,1
16272.0,38226,214.5,30
16272.0,40141,47.0,8
16272.0,44968,31.5,5
16272.0,47481,109.5,15
16272.0,48004,51.0,9
16272.0,4818,379.65,65
16272.0,64653,58.5,11
16272.0,67695,36.0,6
16272.0,70785,119.0,18
16272.0,71104,16750.0,12
16272.0,87025,6.0,1
16272.0,88633,211.95,36
16272.0,90305,139.5,24
16274.0,10806,221.5,39
16274.0,11444,97.0,15
16274.0,13285,74.36,8
16274.0,20649,132.5,21
16274.0,33124,50.0,1
16274.0,36291,59.5,9
16274.0,36638,76.5,12
16274.0,39567,109.5,19
16274.0,42371,3566.0000000000005,60
16274.0,4301,88.5,17
16274.0,46421,88.5,15
16274.0,49536,26.5,4
16274.0,59442,144.5,25
16274.0,62428,64.0,11
16274.0,66335,65.0,10
16274.0,74831,125.5,22
16274.0,76107,43.35,9
16274.0,89046,61.0,11
16274.0,90932,5.5,1
16274.0,96280,37.0,5
16274.0,97522,40.75,8
16275.0,15148,35.5,6
16275.0,22701,142.0,17
16275.0,27826,104.0,17
16275.0,29729,64.5,10
16275.0,3093,229.0,31
16275.0,41518,35.5,6
16275.0,47900,81.0,15
16275.0,49267,241.5,40
16275.0,54692,780.76,83
16275.0,58891,25.0,4
16275.0,59433,128.6,22
16275.0,64983,7939.25,61
16275.0,79655,60.5,10
16275.0,82153,62.5,11
16275.0,8744,22.5,4
16275.0,99814,39.5,6
16287.0,20863,260.95,43
16287.0,27527,106.5,18
16287.0,29341,295.65,49
16287.0,33124,50.0,1
16287.0,34797,288.4,48
16287.0,38617,274.0,43
16287.0,40080,3431.0,53
16287.0,52873,111.0,16
16287.0,61338,131.0,22
16287.0,62292,117.0,19
16287.0,96019,117.5,20
16291.0,10356,140.7,27
16291.0,17169,32.5,6
16291.0,17526,70.0,12
16291.0,18365,210.5,36
16291.0,18928,4004.0,28
16291.0,23836,126.9,18
16291.0,28787,42.0,8
16291.0,38111,30.5,4
16291.0,55664,239.35,46
16291.0,56748,50.5,8
16291.0,6261,36.5,6
16291.0,66483,61.0,11
16291.0,67152,92.85,18
16291.0,67626,388.75,67
16291.0,74346,54.5,8
16291.0,7629,9.0,1
16291.0,79891,182.25,30
16291.0,81959,115.5,22
16291.0,98159,24.5,5
16299.0,12229,109.5,18
16299.0,18197,143.45,26
16299.0,22169,106.1,19
16299.0,26014,318.66,49
16299.0,32168,38.0,7
16299.0,33124,50.0,1
16299.0,35708,161.55,19
16299.0,3642,136.5,24
16299.0,39298,57.5,8
16299.0,54331,335.45,53
16299.0,5556,206.0,34
16299.0,64100,35.5,5
16299.0,66774,157.25,27
16299.0,69025,86.0,12
16299.0,70729,58.0,9
16299.0,87381,191.0,31
16299.0,89455,34.5,5
16299.0,94833,25.5,4
16306.0,10724,23.5,4
16306.0,28559,175.20000000000005,30
16306.0,36073,82.4,13
16306.0,39108,169.75,30
16306.0,40895,207.5,37
16306.0,42141,85.85,17
16306.0,43130,100.0,18
16306.0,45906,20.5,3
16306.0,46088,117.5,19
16306.0,62139,80.05,15
16306.0,66203,5460.5,48
16306.0,70367,64.5,10
16306.0,73489,89.5,15
16306.0,80005,44.0,6
16306.0,9475,82.45,16
16306.0,98650,39.0,8
16306.0,99947,106.0,19
16308.0,12944,102.5,15
16308.0,14167,95.0,16
16308.0,18351,82.0,14
16308.0,22642,159.5,28
16308.0,31155,15965.0,12
16308.0,3648,79.5,13
16308.0,36855,182.5,30
16308.0,41682,57.5,11
16308.0,44820,75.0,11
16308.0,49073,30.0,5
16308.0,54940,59.5,9
16308.0,70452,70.5,11
16308.0,70923,57.0,10
16308.0,74280,125.0,18
16308.0,80252,153.45,16
16308.0,84702,40.5,8
16318.0,11774,903.97,146
16318.0,24787,23.0,3
16318.0,26078,37.0,6
16318.0,32858,17590.0,12
16318.0,3483,78.0,11
16318.0,35242,45.0,7
16318.0,35599,106.45,20
16318.0,39033,152.0,24
16318.0,42202,72.45,16
16318.0,49841,150.45,30
16318.0,55416,101.5,17
16318.0,66183,40.0,7
16318.0,68501,153.3,27
16318.0,70829,620.4,85
16318.0,75021,51.0,10
16318.0,75448,77.0,13
16318.0,9533,243.0,40
16334.0,17025,43.0,8
16334.0,1808,17.5,3
16334.0,34899,54.0,10
16334.0,51439,152.1,26
16334.0,52071,4973.5,23
16334.0,55684,186.75,33
16334.0,60925,462.0,72
16334.0,6947,59.55,12
16334.0,70505,124.65,22
16334.0,75662,161.5,25
16334.0,97469,66.0,11
16334.0,99657,94.5,18
16338.0,14027,5439.4,37
16338.0,19093,109.4,12
16338.0,27872,261.15,44
16338.0,33124,50.0,1
16338.0,34217,21.0,3
16338.0,41202,242.95,41
16338.0,43904,28.5,5
16338.0,45106,131.65,22
16338.0,47685,30.0,6
16338.0,59157,15.5,2
16338.0,60086,237.3,31
16338.0,61665,49.5,7
16338.0,72785,123.5,21
16338.0,86237,52.19,6
16338.0,89222,35.5,6
16338.0,9025,55.0,8
16338.0,93692,17.5,3
16338.0,95785,35.5,6
16338.0,98354,156.9,27
16339.0,12464,3828.75,36
16339.0,14358,52.15,10
16339.0,30264,31.0,8
16339.0,40544,66.10000000000001,13
16339.0,47141,96.5,14
16339.0,48233,64.5,11
16339.0,55315,179.70000000000005,33
16339.0,60261,157.6,29
16339.0,7006,136.0,15
16339.0,70075,247.5,42
16339.0,72881,144.0,25
16339.0,8030,125.5,21
16339.0,85378,126.65,22
16339.0,89210,134.0,24
16357.0,1125,168.0,31
16357.0,11977,155.7,25
16357.0,16649,268.18,33
16357.0,23500,207.0,34
16357.0,29972,374.63,46
16357.0,34055,27.5,5
16357.0,39119,2573.1,36
16357.0,40200,73.5,12
16357.0,41218,347.91,45
16357.0,53271,368.82000000000005,48
16357.0,60050,52.0,8
16357.0,81793,179.0,34
16357.0,82287,112.70000000000002,22
16365.0,13998,409.85,44
16365.0,33477,77.45,12
16365.0,57672,64.7,12
16365.0,62195,3290.15,99
16365.0,66604,148.5,23
16365.0,71915,131.5,24
16365.0,77084,131.0,26
16365.0,83807,38.0,7
16365.0,85293,387.65,34
16365.0,85902,379.82,50
16367.0,100608,221.5,37
16367.0,14815,90.9,19
16367.0,41523,82.5,14
16367.0,48220,70.5,10
16367.0,56132,509.91,72
16367.0,60871,97.0,14
16367.0,67237,90.8,18
16367.0,78078,93.9,18
16367.0,81855,253.65,41
16367.0,82294,7320.34,68
16367.0,91392,144.5,25
16367.0,91777,93.0,15
16367.0,99445,3.4,2
16392.0,30349,193.5,33
16392.0,66418,2635.15,51
16392.0,6829,257.0,45
16392.0,74027,193.95,37
16392.0,75941,109.45,18
16392.0,83041,85.3,15
16392.0,84707,217.0,36
16392.0,87072,404.15,65
16392.0,9854,101.0,19
16401.0,10525,199.15,33
16401.0,16218,419.4,68
16401.0,18353,242.45,41
16401.0,19739,90.5,12
16401.0,26485,103.0,17
16401.0,33156,79.15,14
16401.0,37223,194.15,32
16401.0,42630,388.5,65
16401.0,44506,160.45,27
16401.0,5776,154.0,25
16401.0,67845,361.7,61
16401.0,7155,64.7,13
16401.0,76824,16615.0,12
16401.0,78919,68.5,11
16401.0,85323,122.5,23
16401.0,96218,238.65,36
16401.0,99691,169.5,27
16406.0,11944,148.0,23
16406.0,25778,222.85,36
16406.0,39111,141.75,26
16406.0,40054,157.75,26
16406.0,5164,226.3,41
16406.0,59284,27.0,4
16406.0,63779,13.0,2
16406.0,71118,3473.7,34
16406.0,7360,206.35,36
16406.0,8691,174.60000000000005,30
16406.0,92185,76.5,12
16406.0,92552,31.0,5
16414.0,11211,29.0,5
16414.0,19147,41.5,8
16414.0,23326,68.1,7
16414.0,25439,113.25,21
16414.0,25551,79.5,13
16414.0,36316,49.5,8
16414.0,39760,106.0,19
16414.0,48180,49.0,7
16414.0,55897,21.5,4
16414.0,60476,34.5,5
16414.0,76135,63.5,10
16414.0,78484,6471.45,42
16414.0,79654,165.0,26
16414.0,80661,65.0,12
16414.0,84251,44.5,8
16414.0,86381,96.0,16
16414.0,88122,47.45,8
16414.0,90105,201.1,42
16414.0,92367,15.5,3
16414.0,96340,25.0,5
16414.0,97921,34.0,6
16419.0,100986,148.5,22
16419.0,22482,189.5,32
16419.0,2441,72.0,12
16419.0,27789,82.0,12
16419.0,30873,124.55,22
16419.0,32608,70.5,11
16419.0,32859,193.5,33
16419.0,33124,50.0,1
16419.0,41100,84.5,15
16419.0,53674,79.75,13
16419.0,60075,484.5,71
16419.0,64111,44.0,9
16419.0,67725,72.0,12
16419.0,91107,95.5,18
16425.0,22944,13375.6,110
16425.0,33124,50.0,1
16425.0,40735,99.5,18
16425.0,45692,99.0,18
16425.0,5497,66.0,11
16425.0,64241,154.79999999999995,23
16425.0,64939,170.15,29
16425.0,83127,163.0,27
16425.0,8327,112.0,17
16425.0,92534,48.0,9
16425.0,9736,125.0,20
16429.0,46234,89.0,15
16429.0,68510,86.0,16
16429.0,79546,15446.5,86
16429.0,87007,80.0,13
16429.0,89094,90.0,13
16429.0,93876,298.2999999999999,54
16444.0,17625,58.5,9
16444.0,32807,144.5,23
16444.0,33124,50.0,1
16444.0,33632,52.0,9
16444.0,4206,138.60000000000002,26
16444.0,43241,314.23,49
16444.0,45230,49.5,8
16444.0,54487,69.0,11
16444.0,57766,95.66,17
16444.0,59873,49.0,9
16444.0,61389,115.0,18
16444.0,62412,75.5,13
16444.0,67945,13160.0,12
16444.0,69523,48.0,9
16444.0,74958,24.5,3
16444.0,84857,53.0,9
16444.0,8947,84.5,13
16464.0,14424,4507.55,19
16464.0,1444,76.5,15
16464.0,17161,2.65,1
16464.0,26395,47.0,9
16464.0,34232,34.5,6
16464.0,34533,91.04,18
16464.0,34880,8.1,4
16464.0,38858,45.0,8
16464.0,50919,41.0,6
16464.0,67983,106.29,12
16464.0,7831,134.0,19
16464.0,78462,3.75,2
16464.0,86554,90.5,14
16464.0,92058,1.95,1
16464.0,92143,77.5,12
16468.0,100931,63.0,11
16468.0,12944,40.0,7
16468.0,16986,164.8,28
16468.0,20998,36.0,6
16468.0,22225,55.0,10
16468.0,28420,683.9799999999998,59
16468.0,33124,50.0,1
16468.0,43930,24.5,4
16468.0,44151,73.2,13
16468.0,48689,48.5,8
16468.0,53043,198.0,31
16468.0,53315,22.45,4
16468.0,57372,35.0,6
16468.0,68463,155.5,22
16468.0,72295,111.5,16
16468.0,78893,19.5,4
16468.0,80252,9881.91,47
16468.0,90179,62.5,11
16468.0,93277,42.0,7
16468.0,93656,25.0,5
16469.0,12805,3939.88,40
16469.0,14692,103.5,17
16469.0,15480,91.7,15
16469.0,22016,187.96000000000004,25
16469.0,25717,94.4,16
16469.0,28961,74.5,13
16469.0,30216,159.8,27
16469.0,39764,206.73,32
16469.0,50652,84.0,13
16469.0,59370,157.95,20
16469.0,59394,268.2,38
16469.0,62765,104.5,19
16469.0,65800,186.0,28
16469.0,84437,80.69999999999997,15
16469.0,91532,96.08,10
16469.0,93451,69.5,10
16469.0,96740,86.5,13
16475.0,11813,20.5,4
16475.0,19800,75.15,13
16475.0,20365,258.0,43
16475.0,27184,19.0,3
16475.0,33124,50.0,1
16475.0,43870,28.0,5
16475.0,44565,41.0,6
16475.0,45295,29.5,5
16475.0,50477,21.5,4
16475.0,50712,193.26,28
16475.0,51992,29.0,4
16475.0,68033,271.0,44
16475.0,69108,86.0,15
16475.0,69360,28.5,4
16475.0,72605,31.0,5
16475.0,73020,59.0,10
16475.0,74534,41.7,8
16475.0,9015,222.09,21
16475.0,9307,4133.63,76
16475.0,94178,35.0,6
16503.0,13299,67.0,12
16503.0,14272,35.9,10
16503.0,16183,70.5,11
16503.0,25192,64.5,11
16503.0,31421,59.5,12
16503.0,33124,50.0,1
16503.0,36513,31.0,5
16503.0,43444,100.45,16
16503.0,45477,61.6,6
16503.0,45637,29.5,4
16503.0,4630,106.65,18
16503.0,48013,2.2,1
16503.0,64720,2.65,1
16503.0,66196,58.5,9
16503.0,81911,47.0,8
16503.0,88203,3478.9,19
16506.0,28381,240.0,38
16506.0,32692,251.0,42
16506.0,3287,100.5,15
16506.0,3849,125.5,22
16506.0,41042,71.0,13
16506.0,60869,18550.0,12
16506.0,64738,84.45,16
16506.0,6935,88.5,14
16506.0,71489,97.15,17
16506.0,73043,797.93,129
16506.0,78290,154.5,25
16506.0,79829,158.0,23
16506.0,92943,93.45,14
16506.0,99381,309.0,54
16509.0,13871,35.0,6
16509.0,15823,121.5,21
16509.0,23746,95.0,16
16509.0,23782,18322.0,37
16509.0,26029,35.0,6
16509.0,27945,168.45,27
16509.0,31707,52.5,9
16509.0,34317,93.0,14
16509.0,37422,31.5,5
16509.0,41842,96.45,17
16509.0,45610,246.0,42
16509.0,5173,48.0,9
16509.0,60785,70.0,13
16509.0,63175,56.0,9
16509.0,67789,114.95,21
16509.0,76786,108.15,17
16523.0,17836,206.75,37
16523.0,24689,12377.929999999997,72
16523.0,29729,87.0,17
16523.0,33124,100.0,2
16523.0,48349,127.8,20
16523.0,57288,58.55,10
16523.0,5768,233.0,36
16523.0,67537,126.5,22
16523.0,68018,662.5400000000002,46
16523.0,95707,84.9,15
16532.0,15438,82.34,13
16532.0,25190,103.8,13
16532.0,29418,114.0,15
16532.0,30197,27.0,3
16532.0,45415,66.95,12
16532.0,51472,17.0,3
16532.0,66903,79.0,13
16532.0,67125,76.5,13
16532.0,69843,37.15,6
16532.0,79993,2.25,1
16532.0,90610,2911.0,18
16539.0,10179,57.5,8
16539.0,12259,147.85000000000005,27
16539.0,12652,34.0,6
16539.0,16213,15925.0,12
16539.0,23173,64.5,11
16539.0,33224,71.0,11
16539.0,37919,189.0,30
16539.0,59605,89.5,16
16539.0,6536,82.0,13
16539.0,7540,14.5,2
16539.0,77040,20.5,3
16539.0,79510,130.05,27
16539.0,80697,29.5,5
16539.0,8966,420.89999999999986,81
16539.0,92610,92.0,17
16544.0,1390,50.0,8
16544.0,22245,6502.94,27
16544.0,24449,2.4,1
16544.0,34952,66.5,11
16544.0,3725,84.5,12
16544.0,42508,31.0,5
16544.0,48140,100.0,17
16544.0,50377,49.0,8
16544.0,51839,19.0,4
16544.0,53164,68.45,12
16544.0,69710,4.9,2
16544.0,72706,124.8,20
16544.0,90019,8.95,4
16544.0,91409,17.5,3
16544.0,9685,38.0,6
16544.0,98590,9.15,4
16546.0,14154,107.15,19
16546.0,17813,7213.24,31
16546.0,33124,50.0,1
16546.0,41469,120.59,14
16546.0,42842,90.0,14
16546.0,46616,107.0,18
16546.0,46796,71.0,11
16546.0,49092,168.45,28
16546.0,55404,411.29,60
16546.0,5650,97.0,16
16546.0,58356,14.5,2
16546.0,63561,126.0,18
16546.0,76808,286.3,49
16546.0,82614,69.65,12
16546.0,82648,60.0,10
16546.0,84925,59.5,10
16546.0,85023,89.15,16
16546.0,93658,163.5,25
16588.0,100493,76.5,12
16588.0,1631,44.5,8
16588.0,2386,22.0,4
16588.0,23896,36.0,6
16588.0,24540,116.0,18
16588.0,27649,23.0,5
16588.0,38476,99.0,16
16588.0,39596,106.3,20
16588.0,62384,428.65,71
16588.0,63681,30.0,5
16588.0,72323,4698.3,61
16588.0,84632,395.04,68
16588.0,85534,25.0,5
16588.0,85604,73.5,13
16588.0,94438,100.0,17
16588.0,96221,65.5,10
16601.0,11039,161.0,25
16601.0,16302,243.8,41
16601.0,16704,60.5,9
16601.0,28813,36.5,5
16601.0,3712,37.5,6
16601.0,48894,74.7,14
16601.0,55548,3540.67,36
16601.0,57731,151.92000000000004,23
16601.0,59810,139.55,23
16601.0,6302,90.0,14
16601.0,65047,24.5,5
16601.0,6575,73.0,12
16601.0,66436,227.5,39
16601.0,68557,203.54,34
16601.0,69891,20.5,3
16601.0,75711,159.89,25
16601.0,84999,59.0,11
16601.0,85273,30.5,4
16601.0,86380,120.5,19
16601.0,87469,157.0,23
16601.0,88580,54.5,9
16615.0,20973,267.0,42
16615.0,22035,2701.6,24
16615.0,23909,61.0,10
16615.0,2481,107.9,18
16615.0,26499,75.15,13
16615.0,30520,172.25000000000003,31
16615.0,33124,50.0,1
16615.0,45331,43.0,7
16615.0,45394,479.9,77
16615.0,56327,93.5,13
16615.0,57888,140.0,23
16615.0,62131,72.0,12
16615.0,6568,41.0,7
16615.0,99104,105.0,18
16616.0,1086,120.5,19
16616.0,22550,230.95,38
16616.0,25908,33.5,5
16616.0,36380,262.01,38
16616.0,41230,165.45000000000005,31
16616.0,42108,33.0,6
16616.0,42497,121.0,18
16616.0,44011,66.5,10
16616.0,52953,98.2,18
16616.0,5522,312.5800000000001,34
16616.0,58593,3101.45,47
16616.0,59300,376.12,43
16616.0,63370,52.0,8
16616.0,82267,152.0,22
16616.0,97460,31.5,6
16634.0,23913,167.75,32
16634.0,24301,41.9,8
16634.0,3642,90.0,16
16634.0,45652,81.0,12
16634.0,52415,167.0,26
16634.0,67399,137.45,25
16634.0,7850,43.0,6
16634.0,84217,108.0,20
16634.0,8475,119.0,18
16634.0,85064,19106.65,94
16634.0,88049,65.4,13
16634.0,90745,104.0,19
16634.0,91045,136.0,21
16634.0,97465,144.0,23
16638.0,17097,81.0,13
16638.0,21826,68.0,10
16638.0,23733,72.15,13
16638.0,24935,175.75,30
16638.0,3712,3158.5,72
16638.0,58321,80.5,12
16638.0,60188,176.8,31
16638.0,70616,259.0,45
16638.0,75362,55.5,9
16638.0,78868,291.75,51
16647.0,20424,326.5,51
16647.0,2364,309.8,50
16647.0,31673,90.5,17
16647.0,35072,170.3,29
16647.0,40215,58.65,10
16647.0,47358,83.0,14
16647.0,62972,94.5,14
16647.0,66188,64.5,11
16647.0,66314,31.0,6
16647.0,67349,82.5,15
16647.0,69162,119.5,18
16647.0,71925,280.6,46
16647.0,76569,4739.45,40
16647.0,88898,78.5,15
16647.0,88908,64.5,10
