to_randomly_generated_account,frequency,monetary,recency
41130,39,229.75,0.0
41138,17,98.65,2.0
41142,22,1629.1,5.0
41147,15,91.65,0.0
41165,8,44.0,9.0
41170,9,54.5,9.0
41181,3,16.5,6.0
41202,16,88.0,0.0
41205,17,107.9,0.0
41208,10,1230.0,6.0
41209,19,118.0,11.0
41217,22,144.95,3.0
41218,35,217.55,2.0
41230,14,83.0,6.0
41235,13,71.95,0.0
41238,6,35.4,6.0
4125,14,831.25,13.0
41261,26,198.98,0.0
41262,20,690.45,1.0
41263,27,157.5,5.0
41268,10,73.73,2.0
4127,22,109.9,0.0
41274,1,5.0,
41275,15,89.0,4.0
41283,12,1456.5,1.0
41302,53,39493.0,0.0
41304,24,140.15,5.0
41347,13,99.0,0.0
41357,23,1257.8,1.0
41359,2,13.0,0.0
41360,19,114.0,4.0
41369,14,1584.5,12.0
41372,25,166.0,0.0
41378,10,61.0,0.0
4138,7,46.0,1.0
41386,4,23.0,5.0
41387,27,211.26,2.0
41401,32,183.8,1.0
41402,12,65.5,2.0
41404,10,65.0,0.0
41407,19,498.7,6.0
4141,18,139.5,0.0
41415,32,245.36,0.0
4142,11,72.0,0.0
41424,23,132.5,0.0
41428,12,69.25,4.0
41434,21,110.7,0.0
4144,7,98.07,7.0
41446,5,948.0,0.0
41452,8,83.51,13.0
41458,12,86.61,0.0
41462,38,2087.71,5.0
41463,21,125.45,5.0
41464,13,1944.4900000000002,2.0
41467,17,127.36,5.0
41469,25,175.0,7.0
4148,33,1203.81,0.0
41482,15,1460.0,4.0
41486,31,181.95,0.0
41487,10,68.6,0.0
41492,5,29.5,7.0
41495,21,117.5,5.0
41505,13,69.5,19.0
41512,13,71.95,4.0
41513,19,179.76,0.0
41518,7,63.45,11.0
41523,30,204.92000000000002,0.0
4154,17,103.5,0.0
41545,16,98.5,5.0
41546,42,30693.0,1.0
41555,25,1942.5,0.0
41560,23,1367.09,3.0
41570,13,83.0,0.0
41576,21,125.0,0.0
4158,23,1512.01,6.0
41590,20,113.5,7.0
41594,18,95.65,4.0
41599,25,154.0,0.0
41600,25,148.33,3.0
41613,26,172.86,5.0
41621,13,94.07,12.0
41632,9,1601.78,0.0
41633,17,98.5,5.0
41637,8,86.61,3.0
41640,17,101.5,0.0
41645,6,36.5,0.0
41657,12,71.4,0.0
41664,15,101.0,5.0
41670,15,88.5,0.0
41682,2,10.5,6.0
41684,12,387.5,0.0
41688,15,93.0,4.0
41704,15,75.8,6.0
41707,14,79.05,5.0
4171,16,86.5,0.0
41717,21,117.65,1.0
41718,28,159.05,1.0
41721,26,139.1,4.0
41727,12,72.55,4.0
41728,1,5.0,
41729,29,161.5,0.0
41732,16,122.93,4.0
41750,12,66.5,2.0
41761,23,129.0,5.0
41763,35,730.83,0.0
4177,16,136.24,7.0
41780,12,76.0,1.0
41784,27,166.8,0.0
41792,16,94.0,1.0
41812,23,160.68,5.0
41816,10,68.0,7.0
41824,20,117.0,0.0
41830,23,140.0,1.0
41833,18,97.55,2.0
41841,29,30402.05,2.0
41842,17,101.5,6.0
41846,23,157.4,0.0
41864,25,141.45,4.0
41865,5,39.18,0.0
41873,27,157.15,7.0
41879,4,21.5,14.0
41889,36,199.2,0.0
41893,13,79.0,1.0
41906,20,115.9,6.0
41911,25,173.39,1.0
41918,19,123.0,1.0
41936,17,106.0,0.0
41950,18,118.0,5.0
41952,9,41.8,15.0
41954,9,67.5,0.0
41960,13,3357.5,0.0
41967,17,119.5,6.0
41969,22,141.5,0.0
41980,6,38.45,9.0
41981,41,1997.23,0.0
41986,17,111.0,0.0
41988,10,49.0,12.0
41995,14,79.95,2.0
42010,11,390.0,0.0
42023,32,198.75,0.0
42026,18,113.0,3.0
42033,13,74.2,1.0
42035,16,100.0,5.0
42040,13,79.0,0.0
42053,10,58.0,1.0
42056,30,1320.76,4.0
4206,31,153.5,1.0
42065,24,148.5,4.0
42066,30,813.25,0.0
42085,19,1169.88,5.0
42090,23,138.2,6.0
42102,19,132.81,0.0
42104,11,59.45,1.0
42108,16,98.0,1.0
4212,14,71.9,1.0
42131,23,151.9,0.0
42134,16,99.45,1.0
42141,14,102.0,1.0
42143,16,88.5,5.0
42171,6,36.5,3.0
42172,10,55.45,0.0
42190,15,90.5,0.0
42191,5,28.5,20.0
42193,12,72.45,3.0
42196,24,137.75,5.0
42202,17,92.5,8.0
4223,15,80.95,0.0
42247,22,123.5,0.0
42282,15,94.0,0.0
42289,20,126.5,5.0
42294,7,50.0,3.0
42296,11,76.5,5.0
4230,11,58.5,6.0
42309,10,84.38,0.0
42313,8,56.0,2.0
42314,22,832.8299999999999,2.0
42323,25,144.15,6.0
42328,23,173.77,0.0
42329,33,1170.27,0.0
42345,28,181.0,1.0
42347,21,132.0,5.0
42360,10,984.0,3.0
42362,18,102.5,6.0
42371,18,645.4,1.0
42378,26,147.8,0.0
42383,24,159.35,0.0
4239,18,99.0,1.0
42394,13,92.5,1.0
42395,16,101.5,1.0
42400,27,201.81,2.0
42415,25,136.5,0.0
42418,19,1451.0,0.0
42421,13,620.67,1.0
4243,26,151.95,5.0
42441,28,1443.55,3.0
42444,18,972.5,5.0
42460,4,27.0,1.0
42463,22,4014.8,0.0
42467,22,127.7,1.0
42481,28,157.3,6.0
42484,23,1476.25,0.0
42490,18,108.5,2.0
42495,34,1286.25,0.0
42497,16,92.75,2.0
42508,10,47.75,0.0
42509,4,20.45,4.0
42535,18,116.0,0.0
4254,23,133.3,0.0
42541,22,126.0,2.0
42551,17,107.5,12.0
42552,5,26.5,0.0
42562,5,32.5,0.0
42587,15,98.5,3.0
42595,25,2660.15,0.0
42603,17,170.6,3.0
42611,26,193.5,0.0
42616,11,59.3,1.0
42621,15,448.45,0.0
42630,17,1605.0,0.0
42637,18,815.35,6.0
42638,7,43.0,5.0
42644,4,750.0,10.0
4265,11,83.0,5.0
42657,7,87.8,19.0
42665,8,461.5,2.0
42673,13,76.0,0.0
4269,34,1604.8,3.0
42704,29,180.7,0.0
42725,12,58.6,0.0
42726,13,112.53,0.0
42733,19,113.7,0.0
42740,13,74.61,6.0
42749,16,99.0,6.0
42759,23,141.0,4.0
4276,22,141.3,0.0
42760,5,33.0,7.0
42773,10,1022.66,0.0
42774,21,118.5,0.0
4279,27,162.5,0.0
42792,15,79.0,1.0
42804,26,689.4,0.0
42808,33,188.4,0.0
42822,17,80.2,1.0
42834,10,343.5,0.0
42842,23,150.5,0.0
42848,11,58.4,1.0
42851,16,93.0,6.0
42858,22,613.5,0.0
42860,16,671.5,0.0
42867,9,54.0,2.0
42872,18,105.0,0.0
42874,10,771.0,1.0
42883,21,687.0,0.0
42885,14,84.0,1.0
42890,12,74.0,7.0
42900,12,78.0,3.0
42908,15,707.45,1.0
42913,10,66.0,0.0
42922,9,52.55,8.0
42936,26,179.15,2.0
42951,33,2155.15,5.0
42959,11,66.0,0.0
42977,7,51.0,1.0
42981,20,108.5,1.0
42991,21,110.45,0.0
42992,23,151.0,5.0
42994,25,151.32,1.0
43006,23,120.5,2.0
4301,14,78.5,5.0
43010,18,104.5,0.0
43016,20,140.0,4.0
43021,29,1298.3600000000001,0.0
43029,28,976.26,1.0
43036,12,1198.0,3.0
4305,35,234.84,0.0
43067,19,108.65,1.0
43071,29,175.9,5.0
43077,17,1071.75,1.0
43089,23,134.5,5.0
4309,5,996.0,0.0
43093,14,86.0,5.0
43106,13,72.0,6.0
43109,16,975.5,0.0
43115,22,110.05,1.0
4313,21,569.85,4.0
43130,14,75.25,0.0
43139,14,101.5,1.0
43141,32,195.1,0.0
43151,10,3996.5,1.0
43157,9,52.85,0.0
4316,19,139.63,0.0
43163,25,782.5,0.0
43166,24,131.0,2.0
43182,15,67.7,0.0
43194,23,1272.85,3.0
43198,24,137.1,5.0
43203,10,69.9,4.0
43215,15,96.02,1.0
43217,22,183.76999999999998,2.0
43221,25,630.6,2.0
43228,19,122.5,5.0
43231,15,83.65,5.0
4324,19,176.41,0.0
43241,19,117.9,0.0
43242,20,361.4,0.0
43248,25,146.5,0.0
43249,16,90.95,2.0
43261,22,138.5,0.0
43269,11,56.5,5.0
43281,7,639.0,5.0
43295,17,92.9,3.0
43313,15,276.05,0.0
43340,18,84.2,3.0
43345,25,126.4,3.0
43348,22,145.21,0.0
43349,20,97.45,3.0
43357,7,42.0,15.0
4336,14,91.0,1.0
43369,5,25.0,0.0
43379,8,70.02,6.0
43380,13,914.5,6.0
43383,19,124.5,0.0
43396,17,102.5,4.0
43398,12,68.85,11.0
43401,14,87.0,0.0
43424,29,1016.31,0.0
4343,16,98.95,4.0
43432,21,130.06,4.0
43441,10,63.0,1.0
43444,11,75.5,3.0
43445,17,118.0,6.0
43446,33,184.2,0.0
43447,16,89.65,0.0
43449,14,89.1,0.0
4345,13,67.5,5.0
43454,14,1077.3899999999999,0.0
43460,24,152.76,6.0
43462,1,6.5,
43463,21,786.5,5.0
43470,11,63.65,0.0
43473,29,21206.0,4.0
43485,15,69.55,3.0
43487,11,66.5,3.0
43489,23,140.25,0.0
43495,10,61.5,7.0
43504,23,798.46,0.0
43522,11,70.0,7.0
43524,16,1780.4,1.0
43550,18,119.5,0.0
43552,14,83.45,2.0
43564,14,87.0,2.0
43585,8,44.5,7.0
43594,18,100.55,13.0
43595,11,50.65,0.0
43599,19,133.5,0.0
43602,9,45.25,2.0
43611,15,84.45,4.0
43615,12,732.29,6.0
43621,16,1665.14,0.0
43633,14,84.5,6.0
43637,10,805.76,1.0
43644,10,72.5,0.0
43656,12,809.45,2.0
43657,17,3522.5199999999995,1.0
43659,41,3285.0,3.0
43668,27,1548.45,0.0
43675,27,162.5,5.0
43681,28,788.62,0.0
43683,22,1392.31,0.0
43700,16,106.97999999999999,5.0
4371,18,95.15,5.0
4372,18,902.22,0.0
43734,28,161.6,0.0
43736,11,61.0,0.0
43744,19,120.0,5.0
43747,25,168.0,1.0
43749,18,105.2,4.0
43775,24,119.25,0.0
43777,14,77.0,0.0
43780,9,55.5,0.0
43782,14,79.5,10.0
43785,9,85.2,12.0
43788,18,141.04,1.0
43792,18,140.0,2.0
43804,29,1394.16,7.0
43810,21,194.63,1.0
43814,24,147.5,5.0
43820,22,136.95,0.0
43822,19,114.5,0.0
43828,28,174.35,3.0
43833,25,190.46,1.0
43839,18,117.5,5.0
43844,21,122.0,0.0
43858,21,135.5,4.0
4386,11,72.0,6.0
43861,29,189.5,0.0
43868,13,71.5,0.0
43870,32,232.31,0.0
43875,19,89.9,0.0
43877,18,97.85,0.0
43892,12,84.0,0.0
43896,17,129.39000000000001,0.0
43902,11,629.83,5.0
43904,18,98.4,0.0
43910,20,110.4,0.0
43921,11,61.95,12.0
43924,11,544.73,1.0
43930,22,108.0,2.0
43937,3,17.5,9.0
43946,7,37.5,5.0
43947,31,241.59,6.0
43954,26,149.4,5.0
43966,15,1066.0,7.0
43977,38,222.95,0.0
43991,30,1870.85,0.0
43998,15,84.65,1.0
44005,11,79.0,7.0
44011,24,147.0,0.0
44012,6,34.3,0.0
4403,26,167.5,4.0
44034,17,1268.8600000000001,5.0
44047,23,131.7,1.0
44049,23,140.44,1.0
44053,15,731.16,2.0
44054,26,169.65,0.0
44057,13,85.78999999999999,0.0
44068,23,158.28,5.0
44069,17,95.2,1.0
4407,15,93.5,5.0
44074,19,106.0,2.0
44080,7,30.9,11.0
44081,12,61.9,0.0
44083,6,78.3,2.0
44089,17,122.0,0.0
44091,23,133.0,3.0
44096,15,687.5,2.0
44102,17,94.95,1.0
44107,8,55.0,8.0
44121,17,112.5,3.0
44128,31,188.8,5.0
44131,13,69.55,0.0
44133,29,172.37,1.0
44144,31,276.72,4.0
44151,18,114.1,0.0
44155,21,126.0,0.0
44159,13,81.9,0.0
4416,28,158.9,0.0
44174,30,165.75,0.0
44189,15,79.65,0.0
44195,3,21.0,21.0
44202,10,53.0,12.0
44210,21,128.5,5.0
44224,12,73.45,0.0
44228,23,134.0,5.0
4423,16,105.65,5.0
44249,17,93.0,6.0
44250,21,912.5,0.0
44252,9,50.0,0.0
44255,28,212.09,1.0
44257,17,101.5,0.0
44264,5,25.0,1.0
44269,15,385.19,6.0
44272,29,154.75,0.0
4428,16,174.85,8.0
44297,16,98.5,7.0
44308,24,175.51,0.0
44312,16,94.4,0.0
44320,16,101.9,3.0
44327,16,89.0,0.0
44336,20,130.0,0.0
44346,19,126.5,5.0
44350,31,188.9,5.0
44370,33,255.44,0.0
44372,8,51.0,6.0
44375,9,80.49000000000001,5.0
44378,24,4097.45,0.0
44379,11,60.5,0.0
44380,18,90.6,0.0
44393,4,21.0,2.0
44394,26,128.65,1.0
44407,10,53.1,5.0
44408,33,188.5,0.0
44409,8,56.0,0.0
44423,9,560.0,5.0
44429,17,95.5,2.0
44432,12,70.5,12.0
44435,31,267.15,1.0
44439,12,65.05,0.0
44457,16,105.5,0.0
44472,1,4.5,
44474,3,20.0,1.0
44480,17,1284.5,6.0
44483,20,105.5,0.0
44488,16,97.0,4.0
44491,23,193.52,0.0
44497,14,82.0,0.0
44506,17,1271.3,6.0
44509,13,82.5,5.0
44517,3,15.5,1.0
44519,16,104.61,1.0
44528,22,147.5,5.0
44533,16,1096.3899999999999,0.0
44538,27,167.11,4.0
44543,13,76.5,6.0
44563,16,115.5,0.0
44565,17,97.5,1.0
44572,16,127.32,0.0
44575,39,303.64,0.0
44584,8,51.5,6.0
44587,15,1665.5,0.0
44588,19,103.5,5.0
44592,28,220.41,0.0
44607,8,55.0,5.0
44608,16,74.1,8.0
44619,17,949.0,1.0
44621,15,84.45,0.0
44624,15,2055.45,2.0
4463,30,196.5,0.0
44635,22,975.5,0.0
44637,28,181.5,0.0
4464,11,58.0,8.0
44648,10,62.5,0.0
4465,21,125.7,1.0
44652,19,1038.25,4.0
44661,13,68.5,5.0
44670,9,50.0,5.0
44674,20,106.25,6.0
44678,16,1586.5,2.0
44680,15,97.5,5.0
44683,42,242.2,1.0
44697,10,53.5,2.0
44702,14,83.0,2.0
44724,22,167.78,0.0
44730,20,122.92,2.0
44735,29,680.7,0.0
44737,7,46.0,5.0
44743,29,158.0,1.0
44747,15,88.0,5.0
44759,18,81.65,5.0
44768,30,195.95,0.0
44774,15,759.5,1.0
44778,16,92.5,5.0
44779,20,779.26,2.0
44797,18,758.3,4.0
44807,20,118.5,0.0
44813,27,161.0,5.0
44820,16,105.71000000000001,0.0
44823,30,1015.26,0.0
44847,9,59.0,0.0
44863,25,156.5,0.0
44868,9,45.3,0.0
44869,44,32015.65,2.0
44881,12,71.5,6.0
44885,15,91.5,0.0
44888,35,240.54,0.0
44891,23,122.6,1.0
44892,15,79.45,0.0
44898,7,49.5,7.0
4490,15,85.5,7.0
44909,22,125.35,3.0
44910,3,19.5,1.0
44911,28,2095.0,1.0
44912,17,104.0,0.0
44927,25,152.0,0.0
44929,5,31.0,0.0
44938,19,122.15,0.0
4494,21,152.5,1.0
44959,43,258.4,1.0
44964,17,96.0,2.0
44968,18,805.56,0.0
4497,21,128.9,5.0
44974,28,165.4,0.0
4498,19,928.0,0.0
44990,9,67.94,1.0
44992,12,66.5,0.0
4500,10,57.0,0.0
45000,33,220.0,5.0
45002,11,70.0,0.0
45004,28,8537.45,1.0
45008,18,104.65,7.0
45009,19,116.5,6.0
45011,22,116.15,0.0
45017,13,75.0,5.0
45028,1,5.5,
45037,19,104.15,5.0
45039,10,56.4,7.0
45059,13,74.0,1.0
45065,14,82.0,6.0
45068,38,235.9,0.0
45069,25,153.5,1.0
45079,17,95.5,0.0
45082,9,62.0,1.0
45087,26,143.54,0.0
45092,40,212.5,0.0
45093,15,84.0,2.0
45096,12,66.5,1.0
45102,27,162.15,0.0
45106,15,77.95,0.0
4511,15,92.0,0.0
45115,17,94.0,6.0
45130,21,113.0,0.0
45131,32,186.5,0.0
45134,5,23.3,3.0
45140,9,277.75,1.0
45149,12,58.8,0.0
45151,21,115.0,0.0
4516,22,127.9,0.0
45161,12,63.0,0.0
45164,29,161.5,5.0
45165,16,93.15,0.0
45170,15,87.0,4.0
4518,14,77.15,0.0
45181,30,199.55,0.0
45194,20,119.0,4.0
45199,11,534.25,0.0
45207,15,93.5,0.0
45208,22,126.65,0.0
45214,11,68.0,5.0
45219,16,99.0,0.0
45223,21,122.35,5.0
45228,41,1971.3,0.0
45230,11,320.5,0.0
45235,21,119.5,0.0
45237,15,89.45,6.0
4526,6,36.4,12.0
45265,19,150.91,5.0
45266,30,1340.9,0.0
45270,4,20.5,17.0
45275,22,126.0,0.0
45282,22,133.0,0.0
45292,22,139.05,8.0
45295,8,46.0,1.0
45309,19,104.0,0.0
45311,21,792.4,0.0
45323,21,116.5,0.0
45324,15,104.5,1.0
45331,27,174.9,0.0
45334,10,57.0,0.0
45355,19,153.92000000000002,1.0
45375,12,62.8,0.0
45382,17,112.0,5.0
45394,27,152.5,0.0
45407,20,120.0,0.0
45415,18,115.8,5.0
45421,33,1206.5,0.0
45429,30,199.65,0.0
4543,9,45.15,0.0
45432,46,250.51,5.0
45454,20,132.5,0.0
45458,21,496.59999999999997,0.0
45476,31,1134.47,5.0
45477,14,71.55,0.0
4548,37,1789.2,0.0
45481,16,97.0,1.0
45487,28,182.0,0.0
4549,10,76.31,7.0
45501,25,951.0,1.0
45508,20,118.65,4.0
45512,9,52.0,7.0
45518,12,73.55,7.0
45528,15,81.05,0.0
45534,16,99.25,6.0
45539,11,565.4,1.0
45549,4,14.15,7.0
4555,20,90.05,1.0
45550,27,154.2,0.0
45552,11,58.55,0.0
45553,19,520.5,0.0
45569,20,130.9,0.0
45570,22,134.5,5.0
4558,18,2048.5,0.0
45582,39,1805.0,1.0
4559,32,276.2,0.0
45599,5,28.8,14.0
45606,11,68.98,3.0
45610,30,193.0,0.0
45620,45,280.07,0.0
45627,13,82.0,1.0
45632,14,102.0,7.0
45637,13,107.53999999999999,0.0
45638,18,109.5,1.0
45642,11,103.24,0.0
45648,15,86.8,7.0
45652,23,1208.12,0.0
45667,4,24.5,0.0
45668,54,30642.5,0.0
45683,6,22.9,1.0
45685,11,58.85,0.0
45692,15,94.25,0.0
45699,19,129.58,1.0
45700,33,1499.11,5.0
45702,20,1194.3799999999999,0.0
45705,13,128.64,12.0
45706,13,66.5,2.0
4571,16,92.5,0.0
45712,18,103.65,2.0
4572,5,30.0,5.0
45723,15,83.5,1.0
45728,17,105.5,2.0
45745,22,16637.9,3.0
45748,23,138.5,2.0
4576,33,210.5,5.0
45765,40,202.5,0.0
45771,21,118.5,5.0
45772,22,130.0,5.0
45774,1,4.5,
45786,15,79.5,7.0
45799,30,1565.0,0.0
45800,15,112.11,0.0
45813,20,148.86,0.0
45821,33,206.0,6.0
45835,15,88.5,7.0
45836,11,1000.0,6.0
4584,25,1491.0,6.0
4585,33,176.95,4.0
45850,2,13.0,12.0
45857,13,992.0,0.0
45873,12,76.5,5.0
45887,12,66.5,4.0
45890,28,174.9,0.0
45895,32,1322.0,0.0
45901,11,79.0,16.0
45906,14,68.7,3.0
45909,16,90.0,5.0
45915,23,128.5,0.0
45917,16,100.25,0.0
45924,7,358.5,3.0
45935,42,256.0,0.0
45943,21,119.0,0.0
45945,16,92.65,0.0
45952,24,170.96,9.0
45964,25,143.65,2.0
45975,17,1889.35,16.0
45979,25,150.95,0.0
45980,15,94.0,0.0
46012,16,81.85,1.0
46060,14,82.5,0.0
46071,15,133.99,5.0
46074,13,73.45,5.0
46076,11,58.5,5.0
46088,18,104.7,0.0
46103,10,63.0,0.0
46112,9,63.36,2.0
46122,16,85.5,0.0
46129,11,60.6,3.0
46131,26,707.65,0.0
46134,8,56.0,5.0
46137,2,12.5,20.0
46138,12,790.45,4.0
4614,9,49.5,14.0
46143,10,56.15,0.0
46150,29,178.55,1.0
46161,12,85.0,0.0
46170,3,15.0,17.0
46174,22,148.5,2.0
46182,9,46.0,9.0
46184,9,50.5,7.0
46185,16,877.45,0.0
4621,18,115.5,13.0
46217,25,143.5,0.0
46220,31,186.65,0.0
46226,27,194.63,0.0
46227,19,110.19,0.0
4623,19,10185.25,1.0
46230,26,150.4,0.0
46232,23,131.0,0.0
46234,14,93.5,5.0
46251,14,88.0,1.0
46268,21,123.35,2.0
46271,14,123.88,1.0
46294,18,160.56,8.0
4630,22,100.45,5.0
46314,1,6.5,
46315,15,1508.0,0.0
46317,12,73.25,2.0
46319,8,42.95,4.0
46326,6,31.0,0.0
46330,17,84.45,7.0
46343,7,42.5,0.0
46350,18,104.0,5.0
46351,9,88.02000000000001,14.0
46356,7,46.5,14.0
46358,9,43.6,4.0
46365,16,91.5,3.0
46376,18,99.5,1.0
46379,7,20.7,3.0
46381,30,182.5,0.0
46396,30,2141.4900000000002,0.0
46400,4,23.0,0.0
46405,24,134.0,0.0
46411,26,2493.3,0.0
46412,9,768.5,8.0
46413,19,125.5,6.0
46421,11,77.0,6.0
46422,15,86.5,2.0
46451,21,116.0,2.0
46467,6,36.5,0.0
46472,29,162.95,5.0
46494,20,130.5,0.0
46507,20,124.3,6.0
4651,9,52.5,2.0
46512,17,98.95,3.0
46516,29,157.05,0.0
46519,23,144.0,0.0
46530,12,854.1,2.0
46534,5,28.4,0.0
46537,9,53.5,2.0
46538,5,28.5,10.0
46539,14,83.65,7.0
46540,7,42.5,6.0
46545,24,126.05,0.0
46548,4,28.0,19.0
4655,24,1857.5,1.0
46551,14,91.4,0.0
46556,15,86.4,1.0
46557,16,91.5,2.0
46565,10,63.5,0.0
46578,13,64.9,5.0
46580,21,134.5,0.0
46591,14,86.0,1.0
46605,3,9.55,19.0
46609,38,208.15,6.0
46610,17,92.0,6.0
46616,22,132.0,0.0
46619,24,129.9,1.0
46620,11,95.38,12.0
46626,25,144.55,3.0
46633,3,16.5,0.0
46638,19,157.2,3.0
46642,13,66.5,6.0
46643,30,196.43,1.0
46656,30,197.04,0.0
4666,1,5.0,
46660,10,133.63,1.0
46663,30,199.0,6.0
46675,31,277.85,3.0
46677,16,518.5,0.0
46687,10,651.9,0.0
46691,12,69.0,5.0
46700,10,74.02,3.0
46707,23,133.55,5.0
46710,24,275.4,1.0
46714,10,50.0,0.0
46722,13,87.5,0.0
46724,30,33971.5,1.0
46727,48,2553.2,0.0
46740,3,16.0,13.0
46759,19,937.82,2.0
46779,18,165.68,0.0
46788,28,1788.8,0.0
46796,32,185.0,2.0
46799,6,28.7,3.0
46800,26,2116.5,2.0
46802,22,1224.5,0.0
46807,30,168.85,0.0
46816,15,85.0,1.0
46835,21,101.25,2.0
46836,32,212.5,0.0
46838,27,145.25,0.0
46847,5,29.0,15.0
46853,15,75.7,0.0
46854,10,71.5,9.0
4686,20,118.95,4.0
46860,1,5.5,
46870,22,134.9,2.0
46872,21,132.5,1.0
46877,9,1772.5,0.0
46888,6,31.4,0.0
46895,21,123.5,4.0
46896,18,116.15,1.0
4690,9,59.0,13.0
46908,24,144.5,4.0
4691,5,40.5,6.0
46911,36,1297.0,0.0
46921,26,153.0,0.0
46930,16,951.5,2.0
46936,12,63.15,8.0
4695,21,136.5,2.0
46953,23,187.03,0.0
46956,15,149.14,0.0
46969,23,175.34,1.0
4697,16,694.55,6.0
46976,29,178.26,0.0
46977,25,149.0,0.0
46983,9,71.0,5.0
46986,3,16.0,8.0
46993,39,205.2,0.0
46994,14,90.15,3.0
47003,19,113.0,1.0
47006,30,189.0,0.0
47025,18,107.05,2.0
47027,24,170.28,0.0
47032,9,56.4,16.0
47034,34,219.05,3.0
47040,9,42.3,0.0
47041,14,70.55,1.0
47050,9,44.55,14.0
47070,16,84.45,1.0
47078,11,50.3,16.0
4708,9,59.5,1.0
47093,17,119.1,4.0
47095,3,15.5,20.0
4710,13,65.65,6.0
47114,5,602.45,4.0
47115,27,187.0,0.0
47118,4,22.0,5.0
47133,22,120.0,0.0
47138,31,201.0,0.0
47140,13,64.2,0.0
47141,18,113.5,5.0
47142,22,119.5,0.0
47153,23,218.86,6.0
47158,20,113.05,0.0
4717,21,119.0,3.0
47170,20,116.5,5.0
47173,16,84.9,12.0
47184,29,822.0,0.0
47193,5,20.95,2.0
47194,24,174.5,1.0
47203,26,1057.0,4.0
47211,11,79.49,5.0
47218,23,582.25,0.0
47220,13,1924.5,0.0
47223,7,37.5,0.0
4723,20,124.5,0.0
47236,17,1169.53,4.0
47249,11,78.5,7.0
47269,21,111.45,6.0
47271,18,105.3,9.0
47281,29,168.7,1.0
47286,15,73.15,6.0
47289,23,141.25,0.0
47296,19,119.5,0.0
47299,16,88.0,5.0
47306,13,67.4,5.0
47309,28,661.5,5.0
4731,24,1736.9,0.0
47316,12,78.0,0.0
47354,14,82.0,5.0
47358,18,139.59,6.0
47369,9,53.0,0.0
47374,23,144.41,0.0
47377,19,1831.0,0.0
47379,14,99.5,0.0
47381,13,72.0,2.0
47390,11,57.15,1.0
4741,10,57.8,2.0
47413,11,818.5,0.0
47421,32,1759.1799999999998,0.0
47424,17,119.5,4.0
47426,11,54.5,8.0
47427,11,63.4,8.0
47436,10,67.5,8.0
47440,14,76.5,0.0
47445,7,381.5,10.0
47449,9,101.24000000000001,0.0
47458,19,112.5,0.0
47466,15,88.75,5.0
47475,18,102.2,1.0
47481,20,654.5,1.0
47482,17,106.9,0.0
47485,19,1286.03,5.0
47489,18,111.0,0.0
47497,26,983.4,5.0
47502,15,80.5,14.0
47507,15,104.0,0.0
47509,11,82.43,0.0
47515,25,144.95,0.0
47516,31,299.66,0.0
47539,15,1277.34,8.0
4754,20,103.2,5.0
47552,31,2147.9,2.0
47553,17,1548.5,0.0
47556,23,1083.0,0.0
47565,8,49.5,9.0
47577,9,44.6,6.0
47578,18,106.55,0.0
47580,8,47.0,0.0
47581,17,108.05,0.0
47583,13,76.0,1.0
47584,15,78.5,0.0
47588,14,70.75,6.0
4759,15,90.5,12.0
4760,32,225.5,0.0
47602,9,51.0,0.0
47604,18,1995.5,5.0
47607,2,11.0,16.0
47617,25,1556.68,0.0
47631,22,127.0,0.0
47645,21,190.58,1.0
47654,8,51.5,6.0
47660,33,206.85,5.0
47665,19,102.15,1.0
4767,32,216.35,0.0
47683,23,132.5,0.0
47685,2,12.0,0.0
47698,15,2407.75,0.0
47699,19,105.95,3.0
47716,15,645.0,5.0
47718,23,129.15,0.0
47725,14,82.5,0.0
47734,7,35.5,0.0
47735,30,1354.8,0.0
47737,10,56.0,5.0
47738,13,75.45,2.0
47740,20,114.5,4.0
4775,1,9.0,
47750,27,867.0,0.0
47774,7,38.0,0.0
47798,29,166.85,6.0
47810,30,3225.45,1.0
47819,10,57.0,0.0
47827,22,142.42000000000002,0.0
47832,37,1586.5,1.0
47838,24,128.5,1.0
4784,9,815.94,5.0
47856,38,219.95,3.0
47861,19,134.78,1.0
47873,18,110.28999999999999,1.0
47890,17,101.5,0.0
47894,17,862.0,0.0
47897,23,12344.15,0.0
47900,24,141.45,1.0
47902,41,1915.02,0.0
47907,17,91.5,0.0
47911,24,137.25,0.0
47918,38,223.0,5.0
47930,9,54.45,4.0
47936,14,531.1700000000001,0.0
4794,25,145.3,2.0
47958,5,26.0,2.0
47959,8,45.75,3.0
47961,27,154.25,0.0
47976,18,1201.29,0.0
48001,7,37.5,8.0
48004,18,96.1,5.0
48013,12,74.5,3.0
48016,27,167.5,0.0
48020,13,71.0,1.0
48024,13,73.9,2.0
48028,19,106.4,3.0
48031,9,47.5,1.0
48039,25,1560.0,0.0
48040,14,76.45,2.0
48048,21,1243.0900000000001,1.0
48058,13,61.7,17.0
48062,12,83.5,0.0
48085,38,258.21,0.0
4809,17,87.9,4.0
48095,8,56.0,16.0
48098,24,145.0,0.0
48118,6,39.5,3.0
48119,7,43.0,12.0
48124,5,31.65,12.0
48134,29,245.71,0.0
48135,12,64.0,5.0
48140,10,57.5,5.0
4815,20,142.79,0.0
48152,18,103.4,7.0
48159,11,70.95,1.0
