from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
32109.0,17712.66,1098,0,5,3,2,high,low,low,General development users
32112.0,17836.62,1380,0,5,4,2,high,high,low,General value customers
32131.0,14913.42,1238,0,5,3,1,high,low,low,General development users
32146.0,17514.81,1067,0,5,2,2,high,low,low,General development users
32150.0,31737.19,1448,0,5,4,5,high,high,high,important value customers
32156.0,22102.74,1234,0,5,3,3,high,low,low,General development users
32166.0,24997.05,1817,0,5,5,4,high,high,high,important value customers
32167.0,19359.4,1328,0,5,4,2,high,high,low,General value customers
32168.0,15038.33,1102,0,5,3,1,high,low,low,General development users
32185.0,33540.42,1148,0,5,3,5,high,low,high,Important development customers
32186.0,29451.73,1585,0,5,4,4,high,high,high,important value customers
32197.0,19786.18,1676,0,5,5,3,high,high,low,General value customers
32209.0,11755.07,868,0,5,1,1,high,low,low,General development users
32221.0,18838.83,1103,0,5,3,2,high,low,low,General development users
32242.0,16259.3,1070,0,5,2,1,high,low,low,General development users
32260.0,12958.59,968,1,4,2,1,low,low,low,General recall of customers
32283.0,38409.77,1334,0,5,4,5,high,high,high,important value customers
32308.0,35933.21,891,0,5,1,5,high,low,high,Important development customers
32326.0,22297.920000000002,933,0,5,1,3,high,low,low,General development users
32333.0,14409.99,1708,0,5,5,1,high,high,low,General value customers
32345.0,22482.94,1677,0,5,5,3,high,high,low,General value customers
32382.0,15007.68,1624,0,5,5,1,high,high,low,General value customers
32387.0,20230.95,1414,0,5,4,3,high,high,low,General value customers
32391.0,28477.1,872,0,5,1,4,high,low,high,Important development customers
32392.0,14347.65,918,0,5,1,1,high,low,low,General development users
32402.0,12072.03,1209,0,5,3,1,high,low,low,General development users
32403.0,28609.15,821,0,5,1,4,high,low,high,Important development customers
32413.0,19102.81,1121,0,5,3,2,high,low,low,General development users
32418.0,36410.84,2293,0,5,5,5,high,high,high,important value customers
32437.0,14805.2,1084,0,5,2,1,high,low,low,General development users
32452.0,22282.86,1653,0,5,5,3,high,high,low,General value customers
32491.0,14371.97,1214,0,5,3,1,high,low,low,General development users
32498.0,23217.079999999998,1163,0,5,3,4,high,low,high,Important development customers
32516.0,13676.79,1118,0,5,3,1,high,low,low,General development users
32521.0,25835.0,1981,0,5,5,4,high,high,high,important value customers
32534.0,18644.91,1344,0,5,4,2,high,high,low,General value customers
32541.0,35883.41,1957,0,5,5,5,high,high,high,important value customers
32573.0,28127.42,649,1,4,1,4,low,low,high,Important customer recall
32587.0,27831.8,798,0,5,1,4,high,low,high,Important development customers
32614.0,12945.37,938,1,4,1,1,low,low,low,General recall of customers
32619.0,34582.99,1113,0,5,3,5,high,low,high,Important development customers
32635.0,21721.02,2130,0,5,5,3,high,high,low,General value customers
32641.0,19087.33,1759,0,5,5,2,high,high,low,General value customers
32649.0,35460.17,961,0,5,2,5,high,low,high,Important development customers
32661.0,21580.0,1085,0,5,2,3,high,low,low,General development users
32692.0,26160.47,926,0,5,1,4,high,low,high,Important development customers
32706.0,34013.57,1409,0,5,4,5,high,high,high,important value customers
32732.0,14040.39,963,0,5,2,1,high,low,low,General development users
32737.0,20044.75,1033,0,5,2,3,high,low,low,General development users
32754.0,34683.52,977,0,5,2,5,high,low,high,Important development customers
32757.0,29766.1,968,0,5,2,4,high,low,high,Important development customers
32759.0,30194.27,959,0,5,2,4,high,low,high,Important development customers
32760.0,19806.329999999998,1140,0,5,3,3,high,low,low,General development users
32767.0,20902.02,1580,0,5,4,3,high,high,low,General value customers
32768.0,20152.5,1338,0,5,4,3,high,high,low,General value customers
32790.0,11197.08,794,1,4,1,1,low,low,low,General recall of customers
32798.0,27679.87,1009,0,5,2,4,high,low,high,Important development customers
32807.0,31760.98,1134,0,5,3,5,high,low,high,Important development customers
32808.0,17405.33,1169,0,5,3,2,high,low,low,General development users
32827.0,23906.61,2084,0,5,5,4,high,high,high,important value customers
32832.0,20851.28,1504,0,5,4,3,high,high,low,General value customers
32838.0,16808.77,845,0,5,1,1,high,low,low,General development users
32854.0,29221.9,765,2,3,1,4,low,low,high,Important customer recall
32858.0,14820.6,1108,1,4,3,1,low,low,low,General recall of customers
32859.0,14572.98,1099,0,5,3,1,high,low,low,General development users
32865.0,18480.86,1339,0,5,4,2,high,high,low,General value customers
32889.0,19993.53,1122,0,5,3,3,high,low,low,General development users
32891.0,32649.63,1062,0,5,2,5,high,low,high,Important development customers
32898.0,17930.4,787,2,3,1,2,low,low,low,General recall of customers
32955.0,31121.0,1665,0,5,5,5,high,high,high,important value customers
32978.0,22877.92,1160,1,4,3,3,low,low,low,General recall of customers
32988.0,19146.51,1484,0,5,4,2,high,high,low,General value customers
32991.0,20634.43,884,0,5,1,3,high,low,low,General development users
32997.0,39759.67,1210,0,5,3,5,high,low,high,Important development customers
32998.0,35647.55,1539,0,5,4,5,high,high,high,important value customers
33015.0,31183.54,1425,0,5,4,5,high,high,high,important value customers
33018.0,19896.81,1069,0,5,2,3,high,low,low,General development users
33047.0,21092.55,1091,0,5,3,3,high,low,low,General development users
33051.0,19216.26,1171,0,5,3,2,high,low,low,General development users
33065.0,17769.73,957,0,5,2,2,high,low,low,General development users
33082.0,19775.32,1354,0,5,4,3,high,high,low,General value customers
33086.0,30136.93,1632,1,4,5,4,low,high,high,Important to keep customers
33092.0,16663.91,1100,0,5,3,1,high,low,low,General development users
33112.0,17776.08,1016,0,5,2,2,high,low,low,General development users
33121.0,24320.61,2082,0,5,5,4,high,high,high,important value customers
33124.0,10363.91,819,0,5,1,1,high,low,low,General development users
33131.0,20915.07,1236,0,5,3,3,high,low,low,General development users
33132.0,18246.829999999998,1180,0,5,3,2,high,low,low,General development users
33156.0,32349.54,1293,0,5,4,5,high,high,high,important value customers
33192.0,30486.07,1037,1,4,2,5,low,low,high,Important customer recall
33257.0,16583.23,1148,0,5,3,1,high,low,low,General development users
33266.0,32467.25,1480,0,5,4,5,high,high,high,important value customers
33270.0,18470.829999999998,1236,0,5,3,2,high,low,low,General development users
33284.0,26172.64,1209,1,4,3,4,low,low,high,Important customer recall
33298.0,35377.93,1172,0,5,3,5,high,low,high,Important development customers
33313.0,16186.05,618,2,3,1,1,low,low,low,General recall of customers
33321.0,21413.88,986,0,5,2,3,high,low,low,General development users
33334.0,28242.51,960,0,5,2,4,high,low,high,Important development customers
33335.0,14906.49,1283,0,5,4,1,high,high,low,General value customers
33362.0,30962.25,927,0,5,1,5,high,low,high,Important development customers
33411.0,31140.25,1056,0,5,2,5,high,low,high,Important development customers
33443.0,12622.3,1459,0,5,4,1,high,high,low,General value customers
33483.0,20025.02,1024,1,4,2,3,low,low,low,General recall of customers
33486.0,24049.06,1631,0,5,5,4,high,high,high,important value customers
33491.0,27265.63,1250,0,5,4,4,high,high,high,important value customers
33506.0,13500.17,782,0,5,1,1,high,low,low,General development users
33512.0,15457.24,1096,0,5,3,1,high,low,low,General development users
33516.0,33296.77,715,0,5,1,5,high,low,high,Important development customers
33524.0,27126.16,638,0,5,1,4,high,low,high,Important development customers
33536.0,31552.46,615,0,5,1,5,high,low,high,Important development customers
33549.0,22009.3,1410,0,5,4,3,high,high,low,General value customers
33557.0,23005.95,1623,0,5,5,4,high,high,high,important value customers
33562.0,38759.16,1544,0,5,4,5,high,high,high,important value customers
33571.0,21459.2,1795,0,5,5,3,high,high,low,General value customers
33583.0,17390.52,1242,1,4,3,2,low,low,low,General recall of customers
33585.0,16941.55,1034,0,5,2,1,high,low,low,General development users
33588.0,29427.36,1112,0,5,3,4,high,low,high,Important development customers
33591.0,17347.23,671,2,3,1,2,low,low,low,General recall of customers
33594.0,31064.09,1041,0,5,2,5,high,low,high,Important development customers
33608.0,23116.94,1000,0,5,2,4,high,low,high,Important development customers
33611.0,18486.09,1095,0,5,3,2,high,low,low,General development users
33612.0,23759.18,1025,0,5,2,4,high,low,high,Important development customers
33620.0,38137.14,1521,0,5,4,5,high,high,high,important value customers
33631.0,12613.15,995,1,4,2,1,low,low,low,General recall of customers
33633.0,29685.76,1953,0,5,5,4,high,high,high,important value customers
33641.0,27528.72,890,0,5,1,4,high,low,high,Important development customers
33650.0,27159.71,944,0,5,1,4,high,low,high,Important development customers
33661.0,25462.8,1457,0,5,4,4,high,high,high,important value customers
33683.0,13783.1,892,3,2,1,1,low,low,low,General recall of customers
33693.0,26610.18,908,0,5,1,4,high,low,high,Important development customers
33710.0,18856.41,1846,0,5,5,2,high,high,low,General value customers
33714.0,20215.97,1311,0,5,4,3,high,high,low,General value customers
33725.0,22473.72,1330,0,5,4,3,high,high,low,General value customers
33732.0,20760.0,1954,0,5,5,3,high,high,low,General value customers
33739.0,41283.28,1185,0,5,3,5,high,low,high,Important development customers
33744.0,13125.13,964,0,5,2,1,high,low,low,General development users
33768.0,30605.98,957,0,5,2,5,high,low,high,Important development customers
33783.0,24926.15,825,0,5,1,4,high,low,high,Important development customers
33799.0,18125.77,1328,0,5,4,2,high,high,low,General value customers
33803.0,35655.05,1305,2,3,4,5,low,high,high,Important to keep customers
33814.0,18447.69,1334,0,5,4,2,high,high,low,General value customers
33833.0,35274.56,1486,0,5,4,5,high,high,high,important value customers
33875.0,31110.72,1053,0,5,2,5,high,low,high,Important development customers
33878.0,16980.04,832,3,2,1,2,low,low,low,General recall of customers
33882.0,16522.35,1233,0,5,3,1,high,low,low,General development users
33899.0,20618.85,2131,0,5,5,3,high,high,low,General value customers
33904.0,21837.82,913,0,5,1,3,high,low,low,General development users
33916.0,27319.91,1610,0,5,5,4,high,high,high,important value customers
33917.0,22461.53,1479,0,5,4,3,high,high,low,General value customers
33922.0,17896.08,1188,0,5,3,2,high,low,low,General development users
33923.0,23418.93,1609,0,5,5,4,high,high,high,important value customers
33926.0,30153.95,1014,0,5,2,4,high,low,high,Important development customers
33942.0,35004.39,2127,0,5,5,5,high,high,high,important value customers
33958.0,19072.93,886,3,2,1,2,low,low,low,General recall of customers
33975.0,29315.6,741,0,5,1,4,high,low,high,Important development customers
33991.0,30603.7,1353,2,3,4,5,low,high,high,Important to keep customers
33997.0,18542.2,992,0,5,2,2,high,low,low,General development users
34041.0,32810.41,1257,0,5,4,5,high,high,high,important value customers
34046.0,34286.35,1037,0,5,2,5,high,low,high,Important development customers
34054.0,16017.68,912,0,5,1,1,high,low,low,General development users
34055.0,21988.81,1174,0,5,3,3,high,low,low,General development users
34072.0,18685.37,992,0,5,2,2,high,low,low,General development users
34092.0,17639.08,1122,2,3,3,2,low,low,low,General recall of customers
34096.0,30717.54,1076,0,5,2,5,high,low,high,Important development customers
34097.0,20531.13,1670,0,5,5,3,high,high,low,General value customers
34107.0,27311.5,578,3,2,1,4,low,low,high,Important customer recall
34114.0,11601.82,918,0,5,1,1,high,low,low,General development users
34123.0,26326.07,1656,0,5,5,4,high,high,high,important value customers
34128.0,19260.88,1545,0,5,4,2,high,high,low,General value customers
34134.0,17213.82,1137,0,5,3,2,high,low,low,General development users
34136.0,26039.58,1659,0,5,5,4,high,high,high,important value customers
34142.0,24165.27,669,1,4,1,4,low,low,high,Important customer recall
34144.0,32096.81,1900,0,5,5,5,high,high,high,important value customers
34160.0,28385.920000000002,781,0,5,1,4,high,low,high,Important development customers
34168.0,17281.61,1148,1,4,3,2,low,low,low,General recall of customers
34180.0,18224.44,892,1,4,1,2,low,low,low,General recall of customers
34189.0,14973.0,874,1,4,1,1,low,low,low,General recall of customers
34196.0,16524.53,1563,0,5,4,1,high,high,low,General value customers
34218.0,13794.21,986,1,4,2,1,low,low,low,General recall of customers
34232.0,17725.94,1223,0,5,3,2,high,low,low,General development users
34239.0,16601.0,1033,1,4,2,1,low,low,low,General recall of customers
34263.0,32572.19,1394,0,5,4,5,high,high,high,important value customers
34275.0,19199.69,937,1,4,1,2,low,low,low,General recall of customers
34304.0,22193.25,1306,0,5,4,3,high,high,low,General value customers
34332.0,25997.06,1249,0,5,4,4,high,high,high,important value customers
34394.0,19096.63,1201,1,4,3,2,low,low,low,General recall of customers
34409.0,16811.03,992,2,3,2,1,low,low,low,General recall of customers
34414.0,31553.95,1322,0,5,4,5,high,high,high,important value customers
34431.0,15285.23,943,1,4,1,1,low,low,low,General recall of customers
34450.0,33099.26,1446,0,5,4,5,high,high,high,important value customers
34462.0,28410.81,1199,0,5,3,4,high,low,high,Important development customers
34501.0,12185.460000000001,877,0,5,1,1,high,low,low,General development users
34532.0,22828.13,1250,0,5,4,3,high,high,low,General value customers
34533.0,19167.67,1759,0,5,5,2,high,high,low,General value customers
34539.0,33422.24,1356,0,5,4,5,high,high,high,important value customers
34542.0,15446.22,1329,0,5,4,1,high,high,low,General value customers
34546.0,17863.16,755,1,4,1,2,low,low,low,General recall of customers
34554.0,23451.14,1270,0,5,4,4,high,high,high,important value customers
