from_totally_fake_account,total_transactions,total_amount_spent,transactions_quintile,amount_quintile,transactions_level,amount_level,activity_score
95032.0,1021,35545.79,2,5,Low,High,3.8
18555.0,2053,20218.2,5,3,High,Low,3.8
72647.0,1855,20065.11,5,3,High,Low,3.8
23234.0,2105,22560.47,5,3,High,Low,3.8
2369.0,991,32209.19,2,5,Low,High,3.8
18758.0,1609,20169.25,5,3,High,Low,3.8
2390.0,1904,22784.38,5,3,High,Low,3.8
72766.0,1654,22490.54,5,3,High,Low,3.8
98491.0,2100,20915.32,5,3,High,Low,3.8
64455.0,1703,19566.02,5,3,High,Low,3.8
98475.0,980,30764.34,2,5,Low,High,3.8
18640.0,1032,32457.22,2,5,Low,High,3.8
2585.0,1067,32061.86,2,5,Low,High,3.8
72646.0,1998,22852.05,5,3,High,Low,3.8
2663.0,1717,20666.82,5,3,High,Low,3.8
64251.0,1604,21403.57,5,3,High,Low,3.8
72966.0,1079,31528.18,2,5,Low,High,3.8
64218.0,993,34028.66,2,5,Low,High,3.8
41088.0,2051,22787.34,5,3,High,Low,3.8
41093.0,1962,19768.89,5,3,High,Low,3.8
18405.0,1795,19925.24,5,3,High,Low,3.8
41130.0,1935,22253.29,5,3,High,Low,3.8
23502.0,1647,22410.31,5,3,High,Low,3.8
98346.0,1083,34447.06,2,5,Low,High,3.8
18827.0,1036,42762.53,2,5,Low,High,3.8
72541.0,997,31664.25,2,5,Low,High,3.8
22861.0,1818,19908.11,5,3,High,Low,3.8
98708.0,1046,30790.68,2,5,Low,High,3.8
65522.0,1075,32073.48,2,5,Low,High,3.8
19214.0,1734,20071.18,5,3,High,Low,3.8
65481.0,1670,20508.98,5,3,High,Low,3.8
99064.0,1084,33147.88,2,5,Low,High,3.8
71841.0,1809,19639.18,5,3,High,Low,3.8
2171.0,1057,32269.08,2,5,Low,High,3.8
65293.0,1717,22533.27,5,3,High,Low,3.8
98889.0,1044,31298.75,2,5,Low,High,3.8
98761.0,1732,20286.44,5,3,High,Low,3.8
98751.0,1641,20187.04,5,3,High,Low,3.8
65112.0,985,30578.3,2,5,Low,High,3.8
18852.0,1703,21941.36,5,3,High,Low,3.8
72066.0,1849,22898.86,5,3,High,Low,3.8
37934.0,995,34968.92,2,5,Low,High,3.8
72151.0,963,30849.8,2,5,Low,High,3.8
72226.0,2023,20465.4,5,3,High,Low,3.8
37924.0,1033,33705.05,2,5,Low,High,3.8
40836.0,2008,22255.32,5,3,High,Low,3.8
98674.0,1612,21532.94,5,3,High,Low,3.8
72347.0,1705,19617.45,5,3,High,Low,3.8
40913.0,1879,21944.16,5,3,High,Low,3.8
72470.0,1034,32747.53,2,5,Low,High,3.8
64100.0,1716,19724.71,5,3,High,Low,3.8
73219.0,1760,20229.1,5,3,High,Low,3.8
18328.0,970,37897.37,2,5,Low,High,3.8
42040.0,993,30508.42,2,5,Low,High,3.8
63422.0,970,33479.02,2,5,Low,High,3.8
3143.0,2097,20784.88,5,3,High,Low,3.8
63374.0,1003,36742.77,2,5,Low,High,3.8
17857.0,1643,22006.9,5,3,High,Low,3.8
23970.0,1828,21547.7,5,3,High,Low,3.8
44159.0,2164,21700.34,5,3,High,Low,3.8
23981.0,1869,22677.84,5,3,High,Low,3.8
41873.0,1767,20237.81,5,3,High,Low,3.8
63157.0,1059,33214.72,2,5,Low,High,3.8
73994.0,1784,21125.82,5,3,High,Low,3.8
17717.0,1691,19768.26,5,3,High,Low,3.8
73292.0,1983,22485.41,5,3,High,Low,3.8
74151.0,1688,19745.03,5,3,High,Low,3.8
17624.0,1661,20835.33,5,3,High,Low,3.8
24095.0,1859,20646.45,5,3,High,Low,3.8
17608.0,1838,20043.45,5,3,High,Low,3.8
42134.0,1777,21234.38,5,3,High,Low,3.8
17526.0,1695,19864.24,5,3,High,Low,3.8
74408.0,1073,35093.340000000004,2,5,Low,High,3.8
62782.0,1672,19624.48,5,3,High,Low,3.8
37139.0,1829,21764.88,5,3,High,Low,3.8
24198.0,2131,21398.53,5,3,High,Low,3.8
73615.0,1035,30843.57,2,5,Low,High,3.8
97831.0,1729,19867.34,5,3,High,Low,3.8
41707.0,1668,22447.14,5,3,High,Low,3.8
63471.0,1001,31772.63,2,5,Low,High,3.8
63865.0,997,32794.04,2,5,Low,High,3.8
98238.0,1802,20663.08,5,3,High,Low,3.8
37526.0,1037,30815.49,2,5,Low,High,3.8
41434.0,2053,20689.37,5,3,High,Low,3.8
73393.0,978,32428.11,2,5,Low,High,3.8
18153.0,1733,21599.92,5,3,High,Low,3.8
18116.0,963,32343.52,2,5,Low,High,3.8
73395.0,1970,21623.94,5,3,High,Low,3.8
23733.0,1828,21182.41,5,3,High,Low,3.8
41495.0,1005,36769.51,2,5,Low,High,3.8
63669.0,1923,21920.44,5,3,High,Low,3.8
63615.0,1671,20989.74,5,3,High,Low,3.8
63614.0,966,34170.24,2,5,Low,High,3.8
73487.0,1004,34701.11,2,5,Low,High,3.8
63574.0,2085,20621.44,5,3,High,Low,3.8
98064.0,1732,21163.4,5,3,High,Low,3.8
63527.0,1646,22167.07,5,3,High,Low,3.8
73526.0,1779,21475.41,5,3,High,Low,3.8
18035.0,1666,19553.53,5,3,High,Low,3.8
3017.0,1695,21152.34,5,3,High,Low,3.8
17946.0,1912,22401.92,5,3,High,Low,3.8
40695.0,980,31581.18,2,5,Low,High,3.8
71760.0,2196,21686.7,5,3,High,Low,3.8
97786.0,1626,20993.5,5,3,High,Low,3.8
21667.0,2015,20332.63,5,3,High,Low,3.8
69340.0,1698,22739.9,5,3,High,Low,3.8
69352.0,1802,22503.94,5,3,High,Low,3.8
21563.0,1760,21457.77,5,3,High,Low,3.8
39596.0,2268,20502.03,5,3,High,Low,3.8
69411.0,1088,30916.6,2,5,Low,High,3.8
21575.0,999,34546.04,2,5,Low,High,3.8
39605.0,1039,31443.17,2,5,Low,High,3.8
20568.0,1664,22685.51,5,3,High,Low,3.8
67440.0,1636,20039.25,5,3,High,Low,3.8
69533.0,1979,21241.0,5,3,High,Low,3.8
1399.0,974,33736.68,2,5,Low,High,3.8
69286.0,1642,19590.46,5,3,High,Low,3.8
69773.0,974,33343.5,2,5,Low,High,3.8
100250.0,1051,35995.090000000004,2,5,Low,High,3.8
67215.0,1062,33190.98,2,5,Low,High,3.8
39803.0,1901,22319.35,5,3,High,Low,3.8
67160.0,1888,20398.13,5,3,High,Low,3.8
69941.0,1768,19678.09,5,3,High,Low,3.8
38580.0,971,33147.78,2,5,Low,High,3.8
67120.0,1049,33827.8,2,5,Low,High,3.8
67119.0,1733,20890.78,5,3,High,Low,3.8
100233.0,1601,19895.6,5,3,High,Low,3.8
21507.0,1750,22353.84,5,3,High,Low,3.8
67626.0,1844,20295.69,5,3,High,Low,3.8
65634.0,1789,20834.05,5,3,High,Low,3.8
39464.0,994,32303.11,2,5,Low,High,3.8
39315.0,1033,31182.46,2,5,Low,High,3.8
39097.0,1089,33291.93,2,5,Low,High,3.8
100931.0,1664,22332.81,5,3,High,Low,3.8
68275.0,1625,19776.77,5,3,High,Low,3.8
68242.0,1802,21003.9,5,3,High,Low,3.8
39437.0,1729,22963.66,5,3,High,High,3.8
68212.0,1996,19908.55,5,3,High,Low,3.8
68520.0,1809,19650.77,5,3,High,Low,3.8
39033.0,1024,34547.53,2,5,Low,High,3.8
68605.0,1763,22531.62,5,3,High,Low,3.8
100827.0,1623,20168.88,5,3,High,Low,3.8
69266.0,1750,22371.58,5,3,High,Low,3.8
20801.0,1867,21810.17,5,3,High,Low,3.8
100736.0,965,34567.0,2,5,Low,High,3.8
38966.0,2110,22605.79,5,3,High,Low,3.8
100694.0,1819,21732.28,5,3,High,Low,3.8
21222.0,1732,22415.19,5,3,High,Low,3.8
67946.0,978,32594.15,2,5,Low,High,3.8
100690.0,1953,19920.39,5,3,High,Low,3.8
67891.0,1667,20607.82,5,3,High,Low,3.8
20757.0,1066,37169.66,2,5,Low,High,3.8
100656.0,1030,30498.64,2,5,Low,High,3.8
100159.0,1715,20874.53,5,3,High,Low,3.8
100000.0,1676,22087.82,5,3,High,Low,3.8
70164.0,1061,31124.22,2,5,Low,High,3.8
19441.0,962,33611.79,2,5,Low,High,3.8
66154.0,1087,32762.79,2,5,Low,High,3.8
19589.0,964,36456.83,2,5,Low,High,3.8
66006.0,1859,21437.47,5,3,High,Low,3.8
65935.0,1850,20190.55,5,3,High,Low,3.8
65929.0,1615,20195.56,5,3,High,Low,3.8
65922.0,2041,22777.98,5,3,High,Low,3.8
71317.0,1806,21923.87,5,3,High,Low,3.8
71493.0,1642,19583.89,5,3,High,Low,3.8
19545.0,1795,20405.49,5,3,High,Low,3.8
71564.0,994,32558.24,2,5,Low,High,3.8
65826.0,1028,32240.98,2,5,Low,High,3.8
39970.0,1065,30766.95,2,5,Low,High,3.8
22629.0,1077,35977.34,2,5,Low,High,3.8
19429.0,1821,20195.44,5,3,High,Low,3.8
22725.0,1599,21786.97,5,3,High,Low,3.8
19388.0,1024,33517.15,2,5,Low,High,3.8
71699.0,1968,22148.93,5,3,High,Low,3.8
40644.0,1941,21560.8,5,3,High,Low,3.8
38067.0,994,31627.98,2,5,Low,High,3.8
22814.0,1624,19803.33,5,3,High,Low,3.8
22824.0,1706,22946.8,5,3,High,High,3.8
99182.0,1663,19666.09,5,3,High,Low,3.8
66172.0,1005,32572.7,2,5,Low,High,3.8
99434.0,1056,31329.7,2,5,Low,High,3.8
66183.0,998,31908.61,2,5,Low,High,3.8
40532.0,2019,22187.35,5,3,High,Low,3.8
1703.0,2064,21961.06,5,3,High,Low,3.8
1718.0,1047,33306.65,2,5,Low,High,3.8
66807.0,1907,22098.1,5,3,High,Low,3.8
70505.0,1628,19668.34,5,3,High,Low,3.8
20004.0,1042,38123.86,2,5,Low,High,3.8
22033.0,1817,19975.42,5,3,High,Low,3.8
70643.0,993,38886.91,2,5,Low,High,3.8
40160.0,1085,32216.31,2,5,Low,High,3.8
22121.0,1867,22963.3,5,3,High,High,3.8
66566.0,1718,22935.48,5,3,High,High,3.8
66539.0,1033,31395.36,2,5,Low,High,3.8
70814.0,1663,19868.0,5,3,High,Low,3.8
70830.0,1624,21144.96,5,3,High,Low,3.8
70887.0,962,30750.76,2,5,Low,High,3.8
99663.0,1066,33275.12,2,5,Low,High,3.8
40451.0,972,33839.99,2,5,Low,High,3.8
19878.0,1805,21553.93,5,3,High,Low,3.8
66294.0,964,30708.53,2,5,Low,High,3.8
38226.0,1008,36417.62,2,5,Low,High,3.8
19841.0,1613,19889.29,5,3,High,Low,3.8
40521.0,1659,20153.4,5,3,High,Low,3.8
17467.0,1010,32206.83,2,5,Low,High,3.8
41864.0,1692,22477.23,5,3,High,Low,3.8
43241.0,1027,33385.65,2,5,Low,High,3.8
36205.0,1763,21708.47,5,3,High,Low,3.8
25253.0,1702,21850.58,5,3,High,Low,3.8
25286.0,1881,21621.56,5,3,High,Low,3.8
16034.0,1778,21916.34,5,3,High,Low,3.8
77446.0,991,33442.83,2,5,Low,High,3.8
16015.0,1064,34224.28,2,5,Low,High,3.8
16004.0,1033,31457.11,2,5,Low,High,3.8
96416.0,1018,32147.06,2,5,Low,High,3.8
43379.0,1759,22905.02,5,3,High,Low,3.8
4239.0,1039,34687.68,2,5,Low,High,3.8
77512.0,1024,34011.71,2,5,Low,High,3.8
15944.0,1687,20382.69,5,3,High,Low,3.8
15911.0,2050,22016.55,5,3,High,Low,3.8
43398.0,2040,21015.89,5,3,High,Low,3.8
96239.0,964,31890.15,2,5,Low,High,3.8
15788.0,1089,32177.07,2,5,Low,High,3.8
77560.0,1044,31381.82,2,5,Low,High,3.8
60416.0,1688,19982.83,5,3,High,Low,3.8
96107.0,1863,21507.74,5,3,High,Low,3.8
15618.0,1654,20783.69,5,3,High,Low,3.8
96425.0,1694,21266.73,5,3,High,Low,3.8
77400.0,1962,22389.9,5,3,High,Low,3.8
3939.0,1957,22337.7,5,3,High,Low,3.8
25212.0,1997,22122.03,5,3,High,Low,3.8
61389.0,1041,31129.31,2,5,Low,High,3.8
96641.0,1060,37262.59,2,5,Low,High,3.8
43130.0,1017,39310.44,2,5,Low,High,3.8
76946.0,2065,22533.99,5,3,High,Low,3.8
4021.0,1761,20080.02,5,3,High,Low,3.8
76974.0,1740,19777.09,5,3,High,Low,3.8
61215.0,1994,21112.87,5,3,High,Low,3.8
36393.0,1050,32081.28,2,5,Low,High,3.8
96602.0,1849,22678.77,5,3,High,Low,3.8
61165.0,974,31499.62,2,5,Low,High,3.8
43198.0,1975,22118.11,5,3,High,Low,3.8
16275.0,1689,22874.21,5,3,High,Low,3.8
36335.0,1733,19944.86,5,3,High,Low,3.8
77173.0,1709,20124.58,5,3,High,Low,3.8
17424.0,1018,37077.18,2,5,Low,High,3.8
77183.0,1662,22391.87,5,3,High,Low,3.8
16210.0,2039,19864.57,5,3,High,Low,3.8
36276.0,1071,31147.21,2,5,Low,High,3.8
4142.0,1029,32792.85,2,5,Low,High,3.8
95957.0,1637,21330.93,5,3,High,Low,3.8
77787.0,1025,32319.8,2,5,Low,High,3.8
95924.0,1030,35274.31,2,5,Low,High,3.8
95882.0,1692,21157.92,5,3,High,Low,3.8
78401.0,1841,22388.6,5,3,High,Low,3.8
59320.0,1072,33032.06,2,5,Low,High,3.8
15165.0,1725,20827.98,5,3,High,Low,3.8
78423.0,1680,19716.32,5,3,High,Low,3.8
15132.0,975,38242.67,2,5,Low,High,3.8
78533.0,1744,19843.88,5,3,High,Low,3.8
59255.0,2042,20688.09,5,3,High,Low,3.8
59180.0,1770,21074.35,5,3,High,Low,3.8
95149.0,977,32307.88,2,5,Low,High,3.8
59081.0,992,33518.73,2,5,Low,High,3.8
4809.0,1780,22944.84,5,3,High,High,3.8
78589.0,1611,22609.37,5,3,High,Low,3.8
14918.0,1012,31312.19,2,5,Low,High,3.8
43977.0,1818,19876.35,5,3,High,Low,3.8
78915.0,1860,19748.83,5,3,High,Low,3.8
58961.0,2045,22224.43,5,3,High,Low,3.8
78974.0,1818,21218.12,5,3,High,Low,3.8
79161.0,1050,31579.47,2,5,Low,High,3.8
14598.0,1022,31540.52,2,5,Low,High,3.8
15239.0,1735,21322.31,5,3,High,Low,3.8
35747.0,1054,35881.04,2,5,Low,High,3.8
4710.0,1768,20585.36,5,3,High,Low,3.8
43668.0,1035,30675.62,2,5,Low,High,3.8
77993.0,997,34244.14,2,5,Low,High,3.8
15483.0,1014,34014.4,2,5,Low,High,3.8
15471.0,1996,20089.62,5,3,High,Low,3.8
15468.0,1718,20898.36,5,3,High,Low,3.8
43657.0,1071,31811.15,2,5,Low,High,3.8
15418.0,1693,21809.84,5,3,High,Low,3.8
43659.0,1021,31582.97,2,5,Low,High,3.8
60056.0,1755,22821.83,5,3,High,Low,3.8
59926.0,1084,34807.51,2,5,Low,High,3.8
95398.0,1026,31301.32,2,5,Low,High,3.8
25685.0,978,32919.23,2,5,Low,High,3.8
25696.0,1626,20486.56,5,3,High,Low,3.8
25711.0,1985,22884.54,5,3,High,Low,3.8
59905.0,1723,20215.83,5,3,High,Low,3.8
95578.0,1067,34881.61,2,5,Low,High,3.8
59847.0,1930,20427.99,5,3,High,Low,3.8
78198.0,1652,22164.98,5,3,High,Low,3.8
15320.0,1661,21378.47,5,3,High,Low,3.8
24966.0,969,33181.65,2,5,Low,High,3.8
49343.0,1002,38550.52,2,5,Low,High,3.8
76654.0,1646,21921.83,5,3,High,Low,3.8
75669.0,998,34071.5,2,5,Low,High,3.8
62099.0,1747,19912.81,5,3,High,Low,3.8
42665.0,1022,30792.86,2,5,Low,High,3.8
24606.0,1023,37177.61,2,5,Low,High,3.8
76607.0,1015,32360.94,2,5,Low,High,3.8
96921.0,1768,22080.06,5,3,High,Low,3.8
96905.0,1015,33661.22,2,5,Low,High,3.8
75633.0,1961,21077.73,5,3,High,Low,3.8
16918.0,2125,22526.02,5,3,High,Low,3.8
3704.0,1058,31744.49,2,5,Low,High,3.8
24575.0,1836,19608.27,5,3,High,Low,3.8
61985.0,2141,22478.48,5,3,High,Low,3.8
24698.0,2103,19903.71,5,3,High,Low,3.8
75708.0,1049,33327.86,2,5,Low,High,3.8
75846.0,1003,31171.58,2,5,Low,High,3.8
3712.0,1089,34334.19,2,5,Low,High,3.8
16731.0,1905,22239.8,5,3,High,Low,3.8
61819.0,1644,22464.08,5,3,High,Low,3.8
36659.0,1916,19677.07,5,3,High,Low,3.8
42616.0,1738,21880.33,5,3,High,Low,3.8
17057.0,1031,30821.92,2,5,Low,High,3.8
3776.0,968,32095.23,2,5,Low,High,3.8
3362.0,1078,30569.91,2,5,Low,High,3.8
62701.0,2021,20987.42,5,3,High,Low,3.8
24230.0,1791,22363.55,5,3,High,Low,3.8
17323.0,1053,30417.94,2,5,Low,High,3.8
17291.0,1062,34064.44,2,5,Low,High,3.8
17287.0,1034,31512.68,2,5,Low,High,3.8
42296.0,2015,20867.04,5,3,High,Low,3.8
62575.0,1861,19770.74,5,3,High,Low,3.8
42323.0,2083,21130.11,5,3,High,Low,3.8
24343.0,1668,22792.56,5,3,High,Low,3.8
97015.0,1005,31028.89,2,5,Low,High,3.8
74851.0,1077,31863.32,2,5,Low,High,3.8
42383.0,1819,21868.77,5,3,High,Low,3.8
97275.0,1818,19805.33,5,3,High,Low,3.8
74973.0,1045,32200.95,2,5,Low,High,3.8
97124.0,975,31891.22,2,5,Low,High,3.8
62274.0,1901,20803.0,5,3,High,Low,3.8
75220.0,1698,22097.99,5,3,High,Low,3.8
62122.0,1066,33766.74,2,5,Low,High,3.8
36647.0,974,33109.92,2,5,Low,High,3.8
75477.0,1008,30707.11,2,5,Low,High,3.8
76112.0,960,32742.14,2,5,Low,High,3.8
61519.0,1794,21755.96,5,3,High,Low,3.8
96861.0,2068,22595.91,5,3,High,Low,3.8
3786.0,1016,34324.3,2,5,Low,High,3.8
76604.0,2082,21286.24,5,3,High,Low,3.8
24849.0,1070,30438.75,2,5,Low,High,3.8
42991.0,1857,22211.54,5,3,High,Low,3.8
24787.0,1006,31944.54,2,5,Low,High,3.8
43089.0,1623,20521.67,5,3,High,Low,3.8
3868.0,1598,21718.13,5,3,High,Low,3.8
16588.0,1622,20608.93,5,3,High,Low,3.8
76152.0,1055,31214.01,2,5,Low,High,3.8
16509.0,1077,36386.43,2,5,Low,High,3.8
95351.0,1137,23089.79,3,4,Low,High,3.6
90752.0,1191,24077.71,3,4,Low,High,3.6
44635.0,1219,27520.64,3,4,Low,High,3.6
42056.0,1237,27898.02,3,4,Low,High,3.6
94182.0,1112,25496.52,3,4,Low,High,3.6
49149.0,1144,24334.85,3,4,Low,High,3.6
5782.0,1108,23788.5,3,4,Low,High,3.6
44868.0,1164,23394.22,3,4,Low,High,3.6
89301.0,1221,27486.15,3,4,Low,High,3.6
4018.0,1147,23799.98,3,4,Low,High,3.6
46071.0,1198,27850.57,3,4,Low,High,3.6
32498.0,1163,23217.08,3,4,Low,High,3.6
91733.0,1231,25888.95,3,4,Low,High,3.6
6935.0,1217,29401.43,3,4,Low,High,3.6
93426.0,1133,27913.4,3,4,Low,High,3.6
100273.0,1151,29404.62,3,4,Low,High,3.6
97374.0,1223,28899.68,3,4,Low,High,3.6
97595.0,1227,27618.09,3,4,Low,High,3.6
5706.0,1105,25532.85,3,4,Low,High,3.6
1299.0,1196,24134.82,3,4,Low,High,3.6
100301.0,1137,23725.93,3,4,Low,High,3.6
35272.0,1178,30075.5,3,4,Low,High,3.6
1179.0,1162,30291.95,3,4,Low,High,3.6
5222.0,1214,24525.84,3,4,Low,High,3.6
95185.0,1171,29790.59,3,4,Low,High,3.6
96671.0,1145,23834.47,3,4,Low,High,3.6
4838.0,1199,25445.17,3,4,Low,High,3.6
98574.0,1093,27373.02,3,4,Low,High,3.6
42294.0,1113,24200.14,3,4,Low,High,3.6
8507.0,1244,30189.68,3,4,Low,High,3.6
5039.0,1158,26891.46,3,4,Low,High,3.6
44047.0,1109,27124.75,3,4,Low,High,3.6
44012.0,1206,29644.32,3,4,Low,High,3.6
94598.0,1134,26668.53,3,4,Low,High,3.6
47006.0,1093,23689.28,3,4,Low,High,3.6
39470.0,1146,30370.94,3,4,Low,High,3.6
94555.0,1132,28353.36,3,4,Low,High,3.6
33284.0,1209,26172.64,3,4,Low,High,3.6
35659.0,1207,25410.41,3,4,Low,High,3.6
89112.0,1211,29258.02,3,4,Low,High,3.6
35362.0,1159,27118.29,3,4,Low,High,3.6
93313.0,1241,26172.47,3,4,Low,High,3.6
7582.0,1150,29969.02,3,4,Low,High,3.6
92154.0,1148,27507.18,3,4,Low,High,3.6
44506.0,1096,26498.43,3,4,Low,High,3.6
1133.0,1170,23130.41,3,4,Low,High,3.6
92416.0,1218,23307.57,3,4,Low,High,3.6
3158.0,1161,28444.96,3,4,Low,High,3.6
5679.0,1193,24080.74,3,4,Low,High,3.6
39555.0,1164,27478.27,3,4,Low,High,3.6
44888.0,1186,25188.55,3,4,Low,High,3.6
5307.0,1137,29024.8,3,4,Low,High,3.6
34734.0,1110,28038.08,3,4,Low,High,3.6
48254.0,1187,29896.73,3,4,Low,High,3.6
41469.0,1104,28883.31,3,4,Low,High,3.6
36754.0,1126,29562.42,3,4,Low,High,3.6
38026.0,1163,29584.12,3,4,Low,High,3.6
8065.0,1216,29700.25,3,4,Low,High,3.6
94002.0,1094,24964.42,3,4,Low,High,3.6
37500.0,1105,29459.15,3,4,Low,High,3.6
5494.0,1095,28987.32,3,4,Low,High,3.6
48250.0,1210,23547.58,3,4,Low,High,3.6
96262.0,1224,24470.84,3,4,Low,High,3.6
45512.0,1098,23651.77,3,4,Low,High,3.6
33588.0,1112,29427.36,3,4,Low,High,3.6
5499.0,1097,25494.76,3,4,Low,High,3.6
3602.0,1196,24630.09,3,4,Low,High,3.6
37593.0,1233,27987.89,3,4,Low,High,3.6
6060.0,1120,28644.01,3,4,Low,High,3.6
48446.0,1197,23540.32,3,4,Low,High,3.6
48390.0,1179,28612.9,3,4,Low,High,3.6
37618.0,1202,30332.73,3,4,Low,High,3.6
37687.0,1207,23814.47,3,4,Low,High,3.6
7853.0,1194,23083.73,3,4,Low,High,3.6
5538.0,1127,25670.8,3,4,Low,High,3.6
91212.0,1169,23766.33,3,4,Low,High,3.6
93665.0,1101,29480.66,3,4,Low,High,3.6
99214.0,1227,30047.95,3,4,Low,High,3.6
7809.0,1112,24995.23,3,4,Low,High,3.6
90304.0,1218,23445.26,3,4,Low,High,3.6
48662.0,1091,26454.43,3,4,Low,High,3.6
96585.0,1112,29271.29,3,4,Low,High,3.6
95478.0,1169,23140.01,3,4,Low,High,3.6
95543.0,1178,23653.42,3,4,Low,High,3.6
2719.0,1127,23375.32,3,4,Low,High,3.6
35855.0,1152,23554.04,3,4,Low,High,3.6
38476.0,1100,27096.34,3,4,Low,High,3.6
47861.0,1163,24793.95,3,4,Low,High,3.6
40080.0,1104,28234.76,3,4,Low,High,3.6
43681.0,1194,29088.63,3,4,Low,High,3.6
42595.0,1147,27711.54,3,4,Low,High,3.6
97861.0,1160,29408.85,3,4,Low,High,3.6
47552.0,1220,29702.94,3,4,Low,High,3.6
89728.0,1109,25411.6,3,4,Low,High,3.6
3838.0,1126,30390.99,3,4,Low,High,3.6
38365.0,1127,29800.78,3,4,Low,High,3.6
7659.0,1198,23183.94,3,4,Low,High,3.6
42621.0,1137,29900.99,3,4,Low,High,3.6
95744.0,1175,23660.12,3,4,Low,High,3.6
34462.0,1199,28410.81,3,4,Low,High,3.6
46714.0,1147,28517.21,3,4,Low,High,3.6
98985.0,1133,28833.27,3,4,Low,High,3.6
43217.0,1172,23384.7,3,4,Low,High,3.6
45164.0,1199,26070.69,3,4,Low,High,3.6
46642.0,1226,24095.55,3,4,Low,High,3.6
92278.0,1233,24281.4,3,4,Low,High,3.6
53280.0,1235,27784.96,3,4,Low,High,3.6
13384.0,1212,26190.83,3,4,Low,High,3.6
55681.0,1166,27661.74,3,4,Low,High,3.6
71037.0,1180,23899.67,3,4,Low,High,3.6
26397.0,1099,26788.49,3,4,Low,High,3.6
66182.0,1128,27004.89,3,4,Low,High,3.6
75547.0,1229,24043.17,3,4,Low,High,3.6
14527.0,1117,27605.19,3,4,Low,High,3.6
11630.0,1151,26450.59,3,4,Low,High,3.6
17443.0,1214,28705.96,3,4,Low,High,3.6
73017.0,1171,25303.12,3,4,Low,High,3.6
53940.0,1141,23257.58,3,4,Low,High,3.6
61998.0,1114,26787.15,3,4,Low,High,3.6
11662.0,1192,27086.89,3,4,Low,High,3.6
65732.0,1226,27845.06,3,4,Low,High,3.6
83985.0,1186,30155.11,3,4,Low,High,3.6
24547.0,1091,23119.66,3,4,Low,High,3.6
19305.0,1133,29564.8,3,4,Low,High,3.6
64188.0,1159,24457.38,3,4,Low,High,3.6
65478.0,1158,23773.66,3,4,Low,High,3.6
57549.0,1199,23573.92,3,4,Low,High,3.6
27135.0,1172,23884.16,3,4,Low,High,3.6
11451.0,1172,29981.43,3,4,Low,High,3.6
10944.0,1153,26226.76,3,4,Low,High,3.6
53173.0,1130,28948.25,3,4,Low,High,3.6
55481.0,1102,26265.78,3,4,Low,High,3.6
80850.0,1094,28479.77,3,4,Low,High,3.6
12699.0,1103,23633.96,3,4,Low,High,3.6
55931.0,1165,25689.57,3,4,Low,High,3.6
26170.0,1116,29377.48,3,4,Low,High,3.6
55873.0,1138,23198.82,3,4,Low,High,3.6
23613.0,1099,30236.65,3,4,Low,High,3.6
53166.0,1137,25508.47,3,4,Low,High,3.6
24733.0,1159,26167.35,3,4,Low,High,3.6
62768.0,1096,29648.01,3,4,Low,High,3.6
70923.0,1123,29504.76,3,4,Low,High,3.6
66418.0,1117,29359.79,3,4,Low,High,3.6
11137.0,1188,28306.97,3,4,Low,High,3.6
75857.0,1190,26387.83,3,4,Low,High,3.6
29848.0,1192,26761.36,3,4,Low,High,3.6
55862.0,1124,25702.32,3,4,Low,High,3.6
29756.0,1189,23922.86,3,4,Low,High,3.6
84535.0,1109,23059.24,3,4,Low,High,3.6
65400.0,1186,28306.93,3,4,Low,High,3.6
82706.0,1129,26416.15,3,4,Low,High,3.6
83788.0,1147,29541.11,3,4,Low,High,3.6
12329.0,1134,24397.04,3,4,Low,High,3.6
83304.0,1146,24916.91,3,4,Low,High,3.6
54995.0,1153,23488.8,3,4,Low,High,3.6
83236.0,1126,26310.04,3,4,Low,High,3.6
55024.0,1209,24924.86,3,4,Low,High,3.6
55051.0,1168,28812.41,3,4,Low,High,3.6
74804.0,1095,24305.24,3,4,Low,High,3.6
64619.0,1240,23306.22,3,4,Low,High,3.6
55179.0,1105,24288.57,3,4,Low,High,3.6
14167.0,1153,27939.76,3,4,Low,High,3.6
23456.0,1108,29187.45,3,4,Low,High,3.6
23290.0,1217,24637.34,3,4,Low,High,3.6
80211.0,1161,23955.33,3,4,Low,High,3.6
55218.0,1134,23641.17,3,4,Low,High,3.6
80477.0,1221,27719.26,3,4,Low,High,3.6
18654.0,1128,23278.17,3,4,Low,High,3.6
74694.0,1161,25215.44,3,4,Low,High,3.6
55416.0,1185,30176.1,3,4,Low,High,3.6
17256.0,1099,23523.73,3,4,Low,High,3.6
83457.0,1127,25116.29,3,4,Low,High,3.6
26714.0,1228,26619.24,3,4,Low,High,3.6
54940.0,1105,29262.09,3,4,Low,High,3.6
62458.0,1153,29149.37,3,4,Low,High,3.6
28251.0,1194,26147.2,3,4,Low,High,3.6
23004.0,1166,23932.6,3,4,Low,High,3.6
71991.0,1178,23308.22,3,4,Low,High,3.6
11907.0,1245,23518.97,3,4,Low,High,3.6
80005.0,1091,23143.93,3,4,Low,High,3.6
83601.0,1092,25280.35,3,4,Low,High,3.6
14345.0,1100,29198.38,3,4,Low,High,3.6
19071.0,1219,24317.27,3,4,Low,High,3.6
83593.0,1173,23617.48,3,4,Low,High,3.6
