from_totally_fake_account,Z-score_count,IQR_count,Isolation_Forest_count,Total_anomalies,risk_level
40838,0,0,0,0,low-risk
40853,0,0,0,0,low-risk
40855,0,0,0,0,low-risk
40872,0,0,0,0,low-risk
40895,12,145,238,395,high-risk
40896,33,136,183,352,high-risk
40901,12,138,156,306,medium-high-risk
40903,13,155,198,366,high-risk
4091,0,0,0,0,low-risk
40913,13,181,225,419,high-risk
40921,12,149,190,351,high-risk
40926,28,98,141,267,medium-high-risk
40932,0,0,0,0,low-risk
40933,26,67,120,213,medium-low-risk
40940,12,83,92,187,medium-low-risk
40951,12,154,200,366,high-risk
40953,12,202,218,432,high-risk
40959,14,128,168,310,medium-high-risk
40965,16,115,167,298,medium-high-risk
40966,25,117,173,315,medium-high-risk
41000,12,128,284,424,high-risk
41011,0,0,0,0,low-risk
41027,33,136,429,598,high-risk
41032,12,105,146,263,medium-high-risk
41036,0,0,0,0,low-risk
41042,12,142,194,348,high-risk
41057,0,0,0,0,low-risk
4106,12,135,151,298,medium-high-risk
41062,0,0,0,0,low-risk
41065,0,0,0,0,low-risk
41067,13,225,144,382,high-risk
4107,24,157,187,368,high-risk
41075,12,133,171,316,medium-high-risk
41088,37,153,189,379,high-risk
41093,34,135,272,441,high-risk
41100,32,120,203,355,high-risk
41101,0,0,0,0,low-risk
41113,12,105,136,253,medium-high-risk
41117,0,0,0,0,low-risk
41125,0,0,0,0,low-risk
41130,48,148,277,473,high-risk
41138,12,148,214,374,high-risk
41142,0,0,0,0,low-risk
41147,17,105,179,301,medium-high-risk
41165,12,102,134,248,medium-high-risk
41170,27,108,151,286,medium-high-risk
41181,0,0,0,0,low-risk
41202,13,101,148,262,medium-high-risk
41205,15,153,172,340,high-risk
41208,0,0,0,0,low-risk
41209,0,0,0,0,low-risk
41217,0,0,0,0,low-risk
41218,0,0,0,0,low-risk
41230,16,110,134,260,medium-high-risk
41235,0,0,0,0,low-risk
41238,12,183,196,391,high-risk
4125,12,90,115,217,medium-low-risk
41261,0,0,0,0,low-risk
41262,0,0,0,0,low-risk
41263,0,0,0,0,low-risk
41268,0,0,0,0,low-risk
4127,0,0,0,0,low-risk
41274,0,0,0,0,low-risk
41275,31,135,175,341,high-risk
41283,12,113,132,257,medium-high-risk
41302,0,0,0,0,low-risk
41304,31,143,211,385,high-risk
41347,11,99,175,285,medium-high-risk
41357,0,0,0,0,low-risk
41359,48,136,404,588,high-risk
41360,40,123,181,344,high-risk
41369,12,132,160,304,medium-high-risk
41372,0,0,0,0,low-risk
41378,16,68,110,194,medium-low-risk
4138,0,0,0,0,low-risk
41386,15,85,144,244,medium-low-risk
41387,0,0,0,0,low-risk
41392,0,0,0,0,low-risk
41401,12,160,189,361,high-risk
41402,0,0,0,0,low-risk
41404,12,135,169,316,medium-high-risk
41407,0,0,0,0,low-risk
4141,12,121,167,300,medium-high-risk
41415,0,0,0,0,low-risk
4142,12,132,93,237,medium-low-risk
41424,0,0,0,0,low-risk
41428,0,0,0,0,low-risk
41434,14,174,327,515,high-risk
4144,0,0,0,0,low-risk
41446,0,0,0,0,low-risk
41452,0,0,0,0,low-risk
41458,12,138,171,321,medium-high-risk
41462,0,0,0,0,low-risk
41463,39,139,199,377,high-risk
41464,0,0,0,0,low-risk
41467,11,105,132,248,medium-high-risk
41469,12,164,195,371,high-risk
4148,12,155,172,339,high-risk
41482,0,0,0,0,low-risk
41486,0,0,0,0,low-risk
41487,21,105,142,268,medium-high-risk
41492,0,0,0,0,low-risk
41495,12,175,199,386,high-risk
41505,27,141,170,338,high-risk
41512,0,0,0,0,low-risk
41513,12,146,186,344,high-risk
41518,20,103,131,254,medium-high-risk
41523,18,80,134,232,medium-low-risk
4154,12,173,212,397,high-risk
41545,12,117,142,271,medium-high-risk
41546,0,0,0,0,low-risk
41555,0,0,0,0,low-risk
41560,12,117,177,306,medium-high-risk
41570,0,0,0,0,low-risk
41576,0,0,0,0,low-risk
4158,0,0,0,0,low-risk
41588,12,120,149,281,medium-high-risk
41590,12,150,186,348,high-risk
41594,21,99,228,348,high-risk
41599,0,0,0,0,low-risk
41600,0,0,0,0,low-risk
41613,0,0,0,0,low-risk
41621,25,128,201,354,high-risk
41632,0,0,0,0,low-risk
41633,0,0,0,0,low-risk
41637,0,0,0,0,low-risk
41640,0,0,0,0,low-risk
41645,0,0,0,0,low-risk
41657,12,110,141,263,medium-high-risk
41664,0,0,0,0,low-risk
41670,0,0,0,0,low-risk
41682,12,87,110,209,medium-low-risk
41684,0,0,0,0,low-risk
41688,45,97,312,454,high-risk
41704,0,0,0,0,low-risk
41707,21,162,221,404,high-risk
4171,12,75,94,181,medium-low-risk
41717,0,0,0,0,low-risk
41718,11,160,205,376,high-risk
41721,0,0,0,0,low-risk
41727,0,0,0,0,low-risk
41728,0,0,0,0,low-risk
41729,0,0,0,0,low-risk
41732,0,0,0,0,low-risk
41750,20,125,195,340,high-risk
41761,0,0,0,0,low-risk
41763,0,0,0,0,low-risk
4177,16,103,162,281,medium-high-risk
41780,0,0,0,0,low-risk
41784,12,125,145,282,medium-high-risk
41792,12,152,192,356,high-risk
41812,0,0,0,0,low-risk
41816,12,111,137,260,medium-high-risk
41824,0,0,0,0,low-risk
41830,25,154,205,384,high-risk
41833,12,127,146,285,medium-high-risk
41841,0,0,0,0,low-risk
41842,0,0,0,0,low-risk
41846,15,124,155,294,medium-high-risk
41864,14,122,157,293,medium-high-risk
41865,12,78,127,217,medium-low-risk
41873,12,143,254,409,high-risk
41879,0,0,0,0,low-risk
41889,43,168,273,484,high-risk
41893,12,97,171,280,medium-high-risk
41906,0,0,0,0,low-risk
41911,0,0,0,0,low-risk
41918,0,0,0,0,low-risk
41936,20,98,144,262,medium-high-risk
41950,39,134,191,364,high-risk
41952,15,159,219,393,high-risk
41954,0,0,0,0,low-risk
41960,0,0,0,0,low-risk
41967,16,111,217,344,high-risk
41969,0,0,0,0,low-risk
41980,12,148,167,327,medium-high-risk
41981,0,0,0,0,low-risk
41986,12,146,187,345,high-risk
41988,12,134,218,364,high-risk
41995,0,0,0,0,low-risk
42010,0,0,0,0,low-risk
42023,14,136,252,402,high-risk
42026,27,143,196,366,high-risk
42033,0,0,0,0,low-risk
42035,0,0,0,0,low-risk
42040,12,185,236,433,high-risk
42053,0,0,0,0,low-risk
42056,11,117,154,282,medium-high-risk
4206,12,186,219,417,high-risk
42065,40,109,138,287,medium-high-risk
42066,0,0,0,0,low-risk
42085,12,166,197,375,high-risk
42090,0,0,0,0,low-risk
42102,12,136,167,315,medium-high-risk
42104,16,64,82,162,medium-low-risk
42108,0,0,0,0,low-risk
4212,13,73,115,201,medium-low-risk
42123,0,0,0,0,low-risk
42131,0,0,0,0,low-risk
42134,19,172,251,442,high-risk
42141,12,131,171,314,medium-high-risk
42143,23,153,231,407,high-risk
42171,0,0,0,0,low-risk
42172,13,91,155,259,medium-high-risk
42190,0,0,0,0,low-risk
42191,0,0,0,0,low-risk
42193,42,169,234,445,high-risk
42196,23,134,191,348,high-risk
42202,0,0,0,0,low-risk
4223,0,0,0,0,low-risk
42247,13,131,203,347,high-risk
42282,0,0,0,0,low-risk
42289,12,111,153,276,medium-high-risk
42294,17,156,194,367,high-risk
42296,26,111,137,274,medium-high-risk
4230,12,85,121,218,medium-low-risk
42309,25,207,151,383,high-risk
42313,55,224,289,568,high-risk
42314,0,0,0,0,low-risk
42323,14,169,302,485,high-risk
42328,0,0,0,0,low-risk
42329,11,154,189,354,high-risk
42335,0,0,0,0,low-risk
42345,0,0,0,0,low-risk
42347,23,99,246,368,high-risk
42360,11,77,101,189,medium-low-risk
42362,0,0,0,0,low-risk
42371,12,176,205,393,high-risk
42378,0,0,0,0,low-risk
42383,12,120,203,335,high-risk
4239,12,159,176,347,high-risk
42394,12,111,141,264,medium-high-risk
42395,0,0,0,0,low-risk
42400,0,0,0,0,low-risk
42415,13,83,112,208,medium-low-risk
42418,12,104,120,236,medium-low-risk
42421,0,0,0,0,low-risk
4243,0,0,0,0,low-risk
42441,0,0,0,0,low-risk
42444,0,0,0,0,low-risk
42460,0,0,0,0,low-risk
42463,12,94,115,221,medium-low-risk
42467,0,0,0,0,low-risk
42481,0,0,0,0,low-risk
42484,12,151,84,247,medium-high-risk
42490,0,0,0,0,low-risk
42495,12,103,121,236,medium-low-risk
42497,16,169,223,408,high-risk
42508,0,0,0,0,low-risk
42509,40,77,210,327,medium-high-risk
42535,0,0,0,0,low-risk
4254,0,0,0,0,low-risk
42541,12,150,172,334,high-risk
42551,33,145,189,367,high-risk
42552,0,0,0,0,low-risk
42562,0,0,0,0,low-risk
42587,12,198,230,440,high-risk
42595,12,97,129,238,medium-low-risk
42603,12,109,161,282,medium-high-risk
42611,12,79,132,223,medium-low-risk
42616,27,163,218,408,high-risk
42621,12,132,206,350,high-risk
42630,0,0,0,0,low-risk
42637,0,0,0,0,low-risk
42638,16,112,191,319,medium-high-risk
42644,12,70,145,227,medium-low-risk
4265,28,176,278,482,high-risk
42657,0,0,0,0,low-risk
42665,12,134,144,290,medium-high-risk
42673,12,96,113,221,medium-low-risk
4269,0,0,0,0,low-risk
42704,0,0,0,0,low-risk
42725,12,141,188,341,high-risk
42726,0,0,0,0,low-risk
42733,0,0,0,0,low-risk
42740,12,152,212,376,high-risk
42749,12,121,156,289,medium-high-risk
42759,0,0,0,0,low-risk
4276,12,121,160,293,medium-high-risk
42760,0,0,0,0,low-risk
42773,12,139,161,312,medium-high-risk
42774,0,0,0,0,low-risk
4279,12,136,212,360,high-risk
42792,14,163,216,393,high-risk
42804,0,0,0,0,low-risk
42808,0,0,0,0,low-risk
42822,0,0,0,0,low-risk
42834,0,0,0,0,low-risk
42842,12,146,233,391,high-risk
42848,0,0,0,0,low-risk
42851,12,130,159,301,medium-high-risk
42858,12,132,154,298,medium-high-risk
42860,0,0,0,0,low-risk
42867,12,114,101,227,medium-low-risk
42872,0,0,0,0,low-risk
42874,0,0,0,0,low-risk
42883,0,0,0,0,low-risk
42885,12,156,195,363,high-risk
42890,0,0,0,0,low-risk
42900,17,80,115,212,medium-low-risk
42908,0,0,0,0,low-risk
42913,0,0,0,0,low-risk
42922,24,132,176,332,high-risk
42936,12,125,173,310,medium-high-risk
42951,12,131,144,287,medium-high-risk
42959,13,101,141,255,medium-high-risk
42977,16,181,244,441,high-risk
42981,17,99,149,265,medium-high-risk
42991,14,150,218,382,high-risk
42992,18,207,258,483,high-risk
42994,16,111,167,294,medium-high-risk
43006,0,0,0,0,low-risk
4301,24,122,171,317,medium-high-risk
43010,13,152,199,364,high-risk
43016,27,128,203,358,high-risk
43021,12,157,174,343,high-risk
43029,12,92,133,237,medium-low-risk
43036,12,153,192,357,high-risk
4305,16,126,180,322,medium-high-risk
43067,0,0,0,0,low-risk
43071,0,0,0,0,low-risk
43077,0,0,0,0,low-risk
43089,51,169,223,443,high-risk
4309,12,160,117,289,medium-high-risk
43093,0,0,0,0,low-risk
43106,34,161,226,421,high-risk
43109,12,159,191,362,high-risk
43115,12,119,124,255,medium-high-risk
4313,12,140,163,315,medium-high-risk
43130,12,159,194,365,high-risk
43139,0,0,0,0,low-risk
43141,12,137,295,444,high-risk
43151,0,0,0,0,low-risk
43157,13,127,237,377,high-risk
4316,0,0,0,0,low-risk
43163,12,101,116,229,medium-low-risk
43166,0,0,0,0,low-risk
43182,0,0,0,0,low-risk
43194,12,141,153,306,medium-high-risk
43198,46,135,172,353,high-risk
43203,0,0,0,0,low-risk
43215,29,161,237,427,high-risk
43217,12,139,215,366,high-risk
43221,12,119,159,290,medium-high-risk
43228,0,0,0,0,low-risk
43231,0,0,0,0,low-risk
4324,30,103,157,290,medium-high-risk
43241,12,124,167,303,medium-high-risk
43242,0,0,0,0,low-risk
43248,13,129,169,311,medium-high-risk
43249,12,165,206,383,high-risk
43261,0,0,0,0,low-risk
43269,0,0,0,0,low-risk
43281,12,205,152,369,high-risk
43295,28,132,180,340,high-risk
43311,0,0,0,0,low-risk
43313,12,121,157,290,medium-high-risk
43340,15,152,243,410,high-risk
43345,0,0,0,0,low-risk
43348,0,0,0,0,low-risk
43349,0,0,0,0,low-risk
43357,15,118,159,292,medium-high-risk
4336,12,123,214,349,high-risk
43369,13,149,168,330,high-risk
43379,36,163,194,393,high-risk
43380,12,92,105,209,medium-low-risk
43383,0,0,0,0,low-risk
43396,0,0,0,0,low-risk
43398,31,162,239,432,high-risk
43401,0,0,0,0,low-risk
43424,12,153,187,352,high-risk
4343,16,123,165,304,medium-high-risk
43432,14,104,165,283,medium-high-risk
43441,13,91,141,245,medium-high-risk
43444,0,0,0,0,low-risk
43445,0,0,0,0,low-risk
43446,0,0,0,0,low-risk
43447,23,151,207,381,high-risk
43449,0,0,0,0,low-risk
4345,0,0,0,0,low-risk
43454,0,0,0,0,low-risk
43460,0,0,0,0,low-risk
43462,0,0,0,0,low-risk
43463,12,138,229,379,high-risk
43470,16,106,123,245,medium-high-risk
43473,0,0,0,0,low-risk
43485,29,120,173,322,medium-high-risk
43487,17,115,163,295,medium-high-risk
43489,14,106,156,276,medium-high-risk
43495,0,0,0,0,low-risk
43504,12,80,94,186,medium-low-risk
43522,12,108,143,263,medium-high-risk
43524,12,113,138,263,medium-high-risk
43550,13,94,167,274,medium-high-risk
43552,0,0,0,0,low-risk
43564,0,0,0,0,low-risk
43585,0,0,0,0,low-risk
43594,13,132,227,372,high-risk
43595,12,160,176,348,high-risk
43599,12,115,152,279,medium-high-risk
43602,12,136,160,308,medium-high-risk
43611,12,133,138,283,medium-high-risk
43615,0,0,0,0,low-risk
43621,12,111,130,253,medium-high-risk
43633,0,0,0,0,low-risk
43637,12,117,114,243,medium-low-risk
43644,0,0,0,0,low-risk
43656,0,0,0,0,low-risk
43657,12,138,97,247,medium-high-risk
43659,12,132,135,279,medium-high-risk
43668,12,127,143,282,medium-high-risk
43675,28,116,165,309,medium-high-risk
43681,12,121,145,278,medium-high-risk
43683,0,0,0,0,low-risk
43700,0,0,0,0,low-risk
4371,0,0,0,0,low-risk
4372,0,0,0,0,low-risk
43734,0,0,0,0,low-risk
43736,0,0,0,0,low-risk
43744,0,0,0,0,low-risk
43747,12,167,227,406,high-risk
43749,0,0,0,0,low-risk
43775,28,116,160,304,medium-high-risk
43777,0,0,0,0,low-risk
43780,0,0,0,0,low-risk
43782,0,0,0,0,low-risk
43785,0,0,0,0,low-risk
43788,0,0,0,0,low-risk
43792,12,148,205,365,high-risk
43804,0,0,0,0,low-risk
43810,11,120,142,273,medium-high-risk
43814,24,156,200,380,high-risk
43820,0,0,0,0,low-risk
43822,0,0,0,0,low-risk
43828,0,0,0,0,low-risk
43833,0,0,0,0,low-risk
43839,17,96,131,244,medium-low-risk
43844,17,151,184,352,high-risk
43858,18,165,194,377,high-risk
4386,12,89,142,243,medium-low-risk
43861,0,0,0,0,low-risk
43868,13,143,244,400,high-risk
43870,27,154,192,373,high-risk
43875,13,109,140,262,medium-high-risk
43877,12,122,140,274,medium-high-risk
43892,0,0,0,0,low-risk
43896,12,101,140,253,medium-high-risk
43902,12,128,153,293,medium-high-risk
43904,18,102,159,279,medium-high-risk
43910,0,0,0,0,low-risk
43921,0,0,0,0,low-risk
43924,12,147,199,358,high-risk
43930,0,0,0,0,low-risk
43937,0,0,0,0,low-risk
43946,40,126,156,322,medium-high-risk
43947,30,95,255,380,high-risk
43954,0,0,0,0,low-risk
43966,12,144,174,330,high-risk
43977,53,130,255,438,high-risk
43991,0,0,0,0,low-risk
43998,50,117,165,332,high-risk
44005,12,85,104,201,medium-low-risk
44011,0,0,0,0,low-risk
44012,12,160,209,381,high-risk
4403,16,96,134,246,medium-high-risk
44034,12,100,119,231,medium-low-risk
44047,12,117,192,321,medium-high-risk
44049,16,115,183,314,medium-high-risk
44053,0,0,0,0,low-risk
44054,0,0,0,0,low-risk
44057,12,108,152,272,medium-high-risk
44068,19,159,209,387,high-risk
44069,17,174,213,404,high-risk
4407,0,0,0,0,low-risk
44074,0,0,0,0,low-risk
44080,0,0,0,0,low-risk
44081,0,0,0,0,low-risk
44083,0,0,0,0,low-risk
44089,28,180,245,453,high-risk
44091,0,0,0,0,low-risk
44096,12,74,168,254,medium-high-risk
44102,19,115,153,287,medium-high-risk
44107,12,101,107,220,medium-low-risk
44121,12,111,142,265,medium-high-risk
44128,20,104,269,393,high-risk
44131,12,133,294,439,high-risk
44133,22,148,199,369,high-risk
44144,0,0,0,0,low-risk
44151,0,0,0,0,low-risk
44155,12,170,221,403,high-risk
44159,30,191,254,475,high-risk
4416,42,137,384,563,high-risk
44174,17,95,127,239,medium-low-risk
44189,45,192,268,505,high-risk
44195,0,0,0,0,low-risk
44202,0,0,0,0,low-risk
44210,25,127,190,342,high-risk
44224,0,0,0,0,low-risk
44228,0,0,0,0,low-risk
4423,0,0,0,0,low-risk
44249,0,0,0,0,low-risk
44250,0,0,0,0,low-risk
44252,29,151,194,374,high-risk
44255,0,0,0,0,low-risk
44257,0,0,0,0,low-risk
44264,0,0,0,0,low-risk
44269,12,131,156,299,medium-high-risk
44272,0,0,0,0,low-risk
4428,24,93,164,281,medium-high-risk
44297,0,0,0,0,low-risk
44308,0,0,0,0,low-risk
44312,0,0,0,0,low-risk
44320,12,155,212,379,high-risk
44327,0,0,0,0,low-risk
44336,12,84,123,219,medium-low-risk
44346,32,165,216,413,high-risk
44350,12,87,130,229,medium-low-risk
44370,12,130,175,317,medium-high-risk
44372,0,0,0,0,low-risk
44375,0,0,0,0,low-risk
44378,12,112,138,262,medium-high-risk
44379,0,0,0,0,low-risk
44380,40,154,189,383,high-risk
44393,0,0,0,0,low-risk
44394,20,132,166,318,medium-high-risk
44407,0,0,0,0,low-risk
44408,0,0,0,0,low-risk
44409,0,0,0,0,low-risk
44423,12,102,160,274,medium-high-risk
44429,0,0,0,0,low-risk
44432,12,117,207,336,high-risk
44435,34,120,164,318,medium-high-risk
44439,0,0,0,0,low-risk
44457,19,148,251,418,high-risk
44472,12,90,121,223,medium-low-risk
44474,25,124,280,429,high-risk
44480,12,107,125,244,medium-low-risk
44483,13,99,131,243,medium-low-risk
44488,0,0,0,0,low-risk
44491,25,96,144,265,medium-high-risk
44497,19,106,145,270,medium-high-risk
44506,12,87,107,206,medium-low-risk
44509,0,0,0,0,low-risk
44517,17,126,169,312,medium-high-risk
44519,0,0,0,0,low-risk
44528,0,0,0,0,low-risk
44533,12,124,161,297,medium-high-risk
44538,0,0,0,0,low-risk
44543,24,109,162,295,medium-high-risk
44563,33,143,191,367,high-risk
44565,0,0,0,0,low-risk
44572,0,0,0,0,low-risk
44575,0,0,0,0,low-risk
44584,0,0,0,0,low-risk
44587,0,0,0,0,low-risk
44588,0,0,0,0,low-risk
44592,17,98,128,243,medium-low-risk
44607,0,0,0,0,low-risk
44608,12,161,209,382,high-risk
44619,12,123,145,280,medium-high-risk
44621,0,0,0,0,low-risk
44624,0,0,0,0,low-risk
4463,13,133,219,365,high-risk
44635,12,64,109,185,medium-low-risk
44637,0,0,0,0,low-risk
4464,0,0,0,0,low-risk
44648,12,140,204,356,high-risk
4465,12,112,131,255,medium-high-risk
44652,0,0,0,0,low-risk
44661,12,115,159,286,medium-high-risk
44670,0,0,0,0,low-risk
44674,0,0,0,0,low-risk
44678,12,109,143,264,medium-high-risk
44680,0,0,0,0,low-risk
44683,0,0,0,0,low-risk
44697,0,0,0,0,low-risk
44702,0,0,0,0,low-risk
44724,45,153,194,392,high-risk
44730,0,0,0,0,low-risk
44735,0,0,0,0,low-risk
44737,0,0,0,0,low-risk
44743,0,0,0,0,low-risk
44747,12,114,134,260,medium-high-risk
44759,0,0,0,0,low-risk
44768,19,97,132,248,medium-high-risk
44774,0,0,0,0,low-risk
44778,0,0,0,0,low-risk
44779,12,123,137,272,medium-high-risk
44797,0,0,0,0,low-risk
44807,0,0,0,0,low-risk
44813,16,89,144,249,medium-high-risk
44820,23,122,164,309,medium-high-risk
44823,0,0,0,0,low-risk
44847,12,177,215,404,high-risk
44863,13,139,198,350,high-risk
44868,14,158,193,365,high-risk
44869,0,0,0,0,low-risk
44881,0,0,0,0,low-risk
44885,0,0,0,0,low-risk
44888,12,149,186,347,high-risk
44891,0,0,0,0,low-risk
44892,20,145,199,364,high-risk
44898,13,135,171,319,medium-high-risk
4490,12,136,173,321,medium-high-risk
44909,0,0,0,0,low-risk
44910,12,138,215,365,high-risk
44911,0,0,0,0,low-risk
44912,0,0,0,0,low-risk
44927,0,0,0,0,low-risk
44929,0,0,0,0,low-risk
44938,13,150,204,367,high-risk
4494,31,126,182,339,high-risk
44959,0,0,0,0,low-risk
44964,0,0,0,0,low-risk
44968,12,105,126,243,medium-low-risk
4497,21,152,199,372,high-risk
44974,19,177,232,428,high-risk
4498,12,164,224,400,high-risk
44990,12,136,178,326,medium-high-risk
44992,31,129,267,427,high-risk
4500,0,0,0,0,low-risk
45000,15,136,257,408,high-risk
45002,0,0,0,0,low-risk
45004,0,0,0,0,low-risk
45008,0,0,0,0,low-risk
45009,0,0,0,0,low-risk
45011,0,0,0,0,low-risk
45017,16,92,142,250,medium-high-risk
45028,45,140,196,381,high-risk
45037,25,209,266,500,high-risk
45039,26,86,126,238,medium-low-risk
45059,0,0,0,0,low-risk
45065,0,0,0,0,low-risk
45068,0,0,0,0,low-risk
45069,12,80,116,208,medium-low-risk
45079,14,100,146,260,medium-high-risk
45082,0,0,0,0,low-risk
45087,26,146,188,360,high-risk
45092,34,157,196,387,high-risk
45093,12,185,217,414,high-risk
45096,13,189,362,564,high-risk
45102,12,88,127,227,medium-low-risk
45106,13,101,164,278,medium-high-risk
4511,24,160,221,405,high-risk
45115,12,127,156,295,medium-high-risk
45130,0,0,0,0,low-risk
45131,0,0,0,0,low-risk
45134,0,0,0,0,low-risk
45140,11,129,143,283,medium-high-risk
45149,49,138,274,461,high-risk
45151,0,0,0,0,low-risk
4516,18,84,119,221,medium-low-risk
45161,12,98,136,246,medium-high-risk
45164,12,133,163,308,medium-high-risk
45165,43,135,179,357,high-risk
45170,0,0,0,0,low-risk
4518,14,125,164,303,medium-high-risk
45181,0,0,0,0,low-risk
45194,0,0,0,0,low-risk
45199,12,148,109,269,medium-high-risk
45207,28,136,223,387,high-risk
45208,22,133,165,320,medium-high-risk
45214,33,117,167,317,medium-high-risk
45219,14,100,150,264,medium-high-risk
45223,0,0,0,0,low-risk
45228,0,0,0,0,low-risk
45230,12,141,152,305,medium-high-risk
45235,0,0,0,0,low-risk
45237,12,237,153,402,high-risk
4526,12,155,191,358,high-risk
45265,0,0,0,0,low-risk
45266,0,0,0,0,low-risk
45270,0,0,0,0,low-risk
45275,0,0,0,0,low-risk
45282,12,157,193,362,high-risk
45292,17,117,148,282,medium-high-risk
45295,19,114,196,329,medium-high-risk
45309,44,113,157,314,medium-high-risk
45311,12,103,114,229,medium-low-risk
45323,0,0,0,0,low-risk
45324,0,0,0,0,low-risk
45331,21,188,313,522,high-risk
45334,12,116,162,290,medium-high-risk
45355,29,94,134,257,medium-high-risk
45375,13,110,135,258,medium-high-risk
45382,0,0,0,0,low-risk
45394,0,0,0,0,low-risk
45407,0,0,0,0,low-risk
45415,0,0,0,0,low-risk
45421,12,122,169,303,medium-high-risk
45429,0,0,0,0,low-risk
4543,0,0,0,0,low-risk
45432,33,166,198,397,high-risk
45454,37,149,193,379,high-risk
45458,0,0,0,0,low-risk
45476,12,117,131,260,medium-high-risk
45477,38,162,247,447,high-risk
4548,12,111,143,266,medium-high-risk
45481,13,119,161,293,medium-high-risk
45487,17,87,137,241,medium-low-risk
4549,16,129,164,309,medium-high-risk
45501,0,0,0,0,low-risk
45508,0,0,0,0,low-risk
45512,18,147,177,342,high-risk
45518,12,126,216,354,high-risk
45528,44,239,229,512,high-risk
45534,0,0,0,0,low-risk
45539,0,0,0,0,low-risk
45549,12,175,305,492,high-risk
4555,17,199,167,383,high-risk
45550,12,167,200,379,high-risk
45552,0,0,0,0,low-risk
45553,12,106,145,263,medium-high-risk
45569,0,0,0,0,low-risk
